round,ids
1,62;26;144;116;80;148
2,7;139;8
3,71;62;131;9
4,131;4;144;137;51;42
5,4;144;83;131;14;125
6,141;135;27;80;143
7,148;83;27;94;23
8,72;94;42;71;61;68
9,71;4;87;62;12;26
10,137;62;23;39
11,4;26;80;50;81;134
12,116;71;148;144;87
13,80;116;68;94;62;83
14,44;72;135;143;131;26
15,135;137;130;143;8;134
16,143;61;62;7;116;68
17,42;61;68;141;83
18,61;107;75
19,4;61;135;51;71;8
20,80;125;4;9;72;116
21,51;72;144;62;26;33
22,51;42;7;134;89
23,134;9;62;80;148
24,23;80;4;48;125;33
25,94;7;149;51;81;148
26,131;7;141;135;61;72
27,68;94;137;50;44
28,26;137;62;135;134
29,26;7;71;58;61
30,39;144;116;27
31,139;144;26;72;8;9
32,42;144;26;141;107;44
33,39;116;87;51
34,134;7;26;137;12
35,116;125;42
36,81;58;97;131;27
37,8;131;62;26;107;87
38,61;27;148;130;42;33
39,134;62;51;10;135
40,131;4;87;148;26;71
41,44;80;23;58
42,72;71;149;130;8;107
43,149;27;23;56
44,144;141;149;27;131;112
45,144;107;135;62;51;80
46,149;44;148;42;12
47,131;149;48;122
48,141;44;8;143;116;51
49,143;116;148;71;4
50,148;137;144;87;131;12
51,137;12;143;81
52,10;12;26;144
53,42;149;80;107
54,8;131;62;27
55,83;131;94;87;139
56,144;80;134;8;72
57,107;48;131;83;14
58,44;148;102;143;80
59,149;148;33;51;4
60,144;10;58;94;116;61
61,12;4;8;141;72
62,80;8;134;94;58
63,72;4;44;149;33
64,23;149;62;7;61;116
65,4;61;137;51
66,33;81;44
67,81;130;112;107
68,87;23;107
69,61;12;80;7;83
70,135;116;134;72;4
71,148;8;137;144;62;51
72,143;8;27;33;26;23
73,8;27;144;42
74,144;149;44;33
75,116;8;148;130;51;12
76,134;51;135;143;141
77,62;58;102;97;138
78,83;8;81;148;12;10
79,83;33;7;26;58
80,107;143;131;139;23;116
81,8;137;138
82,10;44;112;58
83,62;7;137;80;107;58
84,102;130;97;58
85,33;112;51;94;10;71
86,130;94;44;143;61;148
87,8;71;134;33;80;27
88,8;87;139;112
89,7;4;83;72;10;138
90,87;7;72;94;23;148
91,130;72;144;44;61;143
92,26;139;33;8;7
93,131;137;80;58
94,42;12;51;8
95,144;62;12;8;83;27
96,50;10;148;137;130;139
97,4;148;87;116;12;72
98,51;26;148;143;131;144
99,148;58;12;83;72
100,83;135;131;141;71
