round,total_ul_rbg
1,59423
2,28749
3,43388
4,55610
5,63670
6,46174
7,47097
8,57305
9,55052
10,36931
11,55520
12,57055
13,63899
14,55098
15,56398
16,60683
17,49050
18,40927
19,55491
20,74056
21,54764
22,64101
23,63031
24,63293
25,62757
26,55362
27,45707
28,56938
29,46597
30,52067
31,67142
32,56589
33,36360
34,46621
35,35650
36,57429
37,55419
38,54784
39,48678
40,67375
41,42394
42,57731
43,67146
44,57651
45,59323
46,45174
47,39727
48,55553
49,46322
50,55550
51,37776
52,37018
53,41151
54,36265
55,46378
56,45258
57,50557
58,45345
59,50923
60,68787
61,45959
62,55767
63,51854
64,56556
65,57512
66,39919
67,56073
68,47088
69,48258
70,45781
71,59104
72,54899
73,37746
74,53264
75,57522
76,46187
77,56341
78,55030
79,50303
80,55526
81,28215
82,56873
83,64390
84,51987
85,56043
86,56274
87,54786
88,41660
89,56258
90,60224
91,54876
92,45025
93,49512
94,36413
95,56143
96,54449
97,56399
98,57189
99,50420
100,45907
