round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,5.62757,4.62757,01:06:20,01:12:55,394.938
2,5.62757,10.6276,5,01:12:55,01:19:40,404.57
3,10.6276,15.6276,5,01:19:40,01:26:49,429.817
4,15.6276,20.6276,5,01:26:49,01:33:16,386.459
5,20.6276,25.6276,5,01:33:16,01:40:19,422.837
6,25.6276,30.6276,5,01:40:19,01:46:37,378.113
7,30.6276,35.6276,5,01:46:37,01:52:40,363.194
8,35.6276,40.6276,5,01:52:40,01:59:06,385.631
9,40.6276,45.6276,5,01:59:06,02:05:15,369.656
10,45.6276,50.6276,5,02:05:15,02:11:19,363.709
11,50.6276,55.6276,5,02:11:19,02:17:47,387.787
12,55.6276,60.6276,5,02:17:47,02:23:51,364.235
13,60.6276,64.254,3.62646,02:23:51,02:29:08,316.697
14,64.254,69.254,5,02:29:08,02:35:38,390.386
15,69.254,74.254,5,02:35:38,02:41:57,378.634
16,74.254,79.254,5,02:41:57,02:48:20,383.652
17,79.254,84.254,5,02:48:20,02:54:27,366.333
18,84.254,88.197,3.943,02:54:27,03:00:03,335.88
19,88.197,93.197,5,03:00:03,03:06:05,362.663
20,93.197,97.8796,4.68253,03:06:05,03:12:38,392.142
21,97.8796,102.88,5,03:12:38,03:19:27,409.742
22,102.88,107.88,5,03:19:27,03:26:02,394.788
23,107.88,112.88,5,03:26:02,03:33:01,418.69
24,112.88,117.88,5,03:33:01,03:39:18,377.372
25,117.88,122.88,5,03:39:18,03:46:18,419.617
26,122.88,127.88,5,03:46:18,03:52:16,358.255
27,127.88,132.88,5,03:52:16,03:58:40,384.352
28,132.88,137.88,5,03:58:40,04:05:12,391.274
29,137.88,142.88,5,04:05:12,04:11:13,361.106
30,142.88,146.423,3.543,04:11:13,04:16:45,332.737
31,146.423,151.423,5,04:16:45,04:23:21,395.19
32,151.423,156.423,5,04:23:21,04:29:19,358.484
33,156.423,159.832,3.4095,04:29:19,04:34:21,301.791
34,159.832,164.832,5,04:34:21,04:40:20,358.83
35,164.832,169.832,5,04:40:20,04:46:38,378.246
36,169.832,174.832,5,04:46:38,04:53:11,393.374
37,174.832,179.832,5,04:53:11,04:59:29,378.007
38,179.832,183.345,3.513,04:59:29,05:04:39,309.358
39,183.345,188.345,5,05:04:39,05:11:06,387.555
40,188.345,193.345,5,05:11:06,05:17:12,365.81
41,193.345,198.345,5,05:17:12,05:23:34,381.911
42,198.345,203.345,5,05:23:34,05:30:24,409.562
43,203.345,208.345,5,05:30:24,05:36:13,349.206
44,208.345,213.345,5,05:36:13,05:42:46,393.082
45,213.345,218.345,5,05:42:46,05:48:56,370.466
46,218.345,223.345,5,05:48:56,05:54:58,361.409
47,223.345,228.345,5,05:54:58,06:00:44,346.361
48,228.345,232.551,4.206,06:00:44,06:06:29,344.631
49,232.551,237.551,5,06:06:29,06:12:28,359.352
50,237.551,242.551,5,06:12:28,06:18:56,387.533
51,242.551,247.551,5,06:18:56,06:25:03,367.121
52,247.551,252.551,5,06:25:03,06:31:10,366.826
53,252.551,257.551,5,06:31:10,06:37:12,362.328
54,257.551,262.551,5,06:37:12,06:43:43,391.369
55,262.551,266.616,4.06497,06:43:43,06:49:30,346.877
56,266.616,270.496,3.88003,06:49:30,06:55:03,332.357
57,270.496,275.496,5,06:55:03,07:01:31,388.082
58,275.496,280.496,5,07:01:31,07:08:02,391.142
