round,ndi0_count,ndi1_count
1,32,7474
2,284,3825
3,212,6868
4,192,4674
5,202,6594
6,1,5405
7,75,3817
8,206,4555
9,130,3379
10,4,3531
11,91,5091
12,104,3289
13,24,6938
14,153,4724
15,198,3958
16,6,5614
17,128,4047
18,155,6260
19,184,3118
20,557,6433
21,233,4955
22,569,5257
23,357,6512
24,112,4177
25,221,5604
26,3,3324
27,33,5034
28,171,5881
29,108,3070
30,0,9772
31,18,6727
32,1,3096
33,17,6668
34,10,2876
35,23,4756
36,166,5154
37,134,3639
38,0,6945
39,0,5507
40,102,3283
41,384,3867
42,176,6940
43,70,2628
44,232,4862
45,49,4080
46,13,3489
47,71,1798
48,155,5427
49,57,3394
50,0,5514
51,135,2890
52,181,2723
53,69,3480
54,255,4603
55,207,6427
56,201,6702
57,1,5485
58,47,6297
59,13,2229
60,0,4978
61,45,6850
62,3,1673
63,51,2250
64,14,5552
65,115,4022
66,4,3032
67,362,6923
68,146,4849
69,164,3977
70,177,3209
71,0,7653
72,46,2588
73,0,2221
74,224,3218
75,0,5492
76,0,1832
77,0,3989
78,0,5210
79,87,4315
80,82,4041
81,0,3994
82,2,4063
83,112,3485
84,199,4328
85,12,5216
86,9,6764
87,138,4205
88,3,5036
89,0,2260
90,9,1820
91,6,3175
92,12,2003
93,3,5495
94,123,5990
95,44,4040
96,55,1888
97,68,3621
98,0,8172
99,10,4815
100,54,4703
