round,count
1,7506
2,4109
3,7080
4,4866
5,6796
6,5406
7,3892
8,4761
9,3509
10,3535
11,5182
12,3393
13,6962
14,4877
15,4156
16,5620
17,4175
18,6415
19,3302
20,6990
21,5188
22,5826
23,6869
24,4289
25,5825
26,3327
27,5067
28,6052
29,3178
30,9772
31,6745
32,3097
33,6685
34,2886
35,4779
36,5320
37,3773
38,6945
39,5507
40,3385
41,4251
42,7116
43,2698
44,5094
45,4129
46,3502
47,1869
48,5582
49,3451
50,5514
51,3025
52,2904
53,3549
54,4858
55,6634
56,6903
57,5486
58,6344
59,2242
60,4978
61,6895
62,1676
63,2301
64,5566
65,4137
66,3036
67,7285
68,4995
69,4141
70,3386
71,7653
72,2634
73,2221
74,3442
75,5492
76,1832
77,3989
78,5210
79,4402
80,4123
81,3994
82,4065
83,3597
84,4527
85,5228
86,6773
87,4343
88,5039
89,2260
90,1829
91,3181
92,2015
93,5498
94,6113
95,4084
96,1943
97,3689
98,8172
99,4825
100,4757
