round,ids
1,26;139;83;107;130;135
2,112;12;2
3,4;61;107;58;42
4,137;58;130;135;68
5,148;134;72;8;143
6,72;44;134;26;12
7,33;62;4;148
8,64;12;81;135
9,131;130;39;65
10,135;87;27;12
11,87;116;148;141;143
12,148;27;4;137
13,87;4;116;68;33;141
14,149;71;58;139;10
15,131;71;64;146;7
16,8;72;148;44;62
17,148;149;107;4
18,4;58;44;116;143;71
19,68;149;80;2
20,65;68;26;44;13;10
21,102;137;138;68
22,137;71;4;68;47
23,58;83;149;131;135
24,149;135;87;8;148
25,125;50;134;42;7
26,149;134;87;107
27,62;134;44;68;58
28,112;134;27;58;42
29,131;64;87;2
30,143;134;131;12;72;130
31,80;72;116;12;141
32,27;72;81;134
33,87;143;42;131;141;4
34,72;4;130;137
35,87;130;148;12;26
36,44;71;58;141;47
37,149;143;148;135
38,130;143;134;141;4;7
39,44;149;81;33;62
40,44;72;12;68
41,134;107;102
42,83;135;33;58;125
43,102;62;139
44,141;135;58;33;68
45,71;33;80;62;149
46,146;87;58;125
47,80;130;68
48,131;134;4;1;122;82
49,81;141;87;148
50,83;134;62;33;4
51,44;143;27
52,116;141;80
53,33;7;134;26
54,83;149;87;148;135
55,62;39;87;26;131;102
56,134;62;44;58;71;80
57,87;116;83;4;12
58,80;64;62;148;27
59,135;44;62
60,27;138;44;112;143
61,94;143;148;87;42;134
62,83;42;64
63,116;12;71
64,80;143;71;141;64
65,75;33;138;35
66,131;130;44;134
67,149;130;134;71
68,71;134;39;138;8
69,12;138;131;87
70,149;94;83;148
71,62;8;134;71;44;116
72,83;134;71
73,131;4;87
74,87;12;42
75,44;131;27;143;4
76,149;44;26
77,44;130;58;4
78,141;62;42;134;27
79,27;141;149;116;71
80,7;149;42;64
81,44;107;8;1
82,130;71;27;4
83,87;131;143;71
84,107;71;39;138
85,12;71;116;87;143
86,148;72;134;44;33;26
87,122;116;39;7
88,149;116;134;72;143
89,130;44;141
90,130;64;62
91,12;4;7;26
92,27;141;71
93,4;134;131;83;58
94,116;4;81;44;39
95,134;72;141;7
96,143;42;47
97,7;42;134;44
98,4;27;130;149;72;116
99,87;130;81;148;143
100,62;149;58;7;71
