round,avg_ul_mcs
1,27.8618
2,27.5405
3,27.7675
4,27.6332
5,27.6916
6,27.8957
7,27.7449
8,27.5988
9,27.3636
10,27.6362
11,27.7493
12,27.6908
13,27.8128
14,27.6848
15,27.704
16,27.7726
17,27.7703
18,27.7958
19,27.45
20,27.4624
21,27.7465
22,27.5922
23,27.6922
24,27.848
25,27.5947
26,27.7896
27,27.7642
28,27.8637
29,27.6413
30,27.8491
31,27.9053
32,27.681
33,27.7906
34,27.8531
35,27.7627
36,27.6752
37,27.7013
38,27.8387
39,27.8475
40,27.6455
41,27.3891
42,27.6818
43,27.3447
44,27.6143
45,27.7842
46,27.7107
47,27.4157
48,27.6406
49,27.6853
50,27.7715
51,27.36
52,27.332
53,27.4649
54,27.5043
55,27.6506
56,27.8204
57,27.8724
58,27.8178
59,27.7859
60,27.8031
61,27.8334
62,27.6611
63,27.4837
64,27.8128
65,27.4378
66,27.6772
67,27.3019
68,27.8845
69,27.5291
70,27.6178
71,27.8107
72,27.8929
73,27.6218
74,27.4913
75,27.8216
76,27.4651
77,27.7889
78,27.7582
79,27.8321
80,27.6512
81,27.7196
82,27.7245
83,27.6514
84,27.4239
85,27.8393
86,27.8098
87,27.8665
88,27.7718
89,27.5044
90,27.6173
91,27.69
92,27.5092
93,27.7954
94,27.6398
95,27.8012
96,27.3721
97,27.6137
98,27.8287
99,27.8549
100,27.6954
