round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,06:54:56,07:02:09,432.744
2,6,11,5,07:02:09,07:09:23,434.261
3,11,16,5,07:09:23,07:16:46,443.213
4,16,21,5,07:16:46,07:23:53,426.565
5,21,26,5,07:23:53,07:30:43,409.766
6,26,31,5,07:30:43,07:38:32,469.15
7,31,36,5,07:38:32,07:46:39,487.316
8,36,41,5,07:46:39,07:53:26,406.728
9,41,46,5,07:53:26,08:00:57,450.884
10,46,51,5,08:00:57,08:07:25,388.182
11,51,54.8526,3.85256,08:07:25,08:13:31,366.597
12,54.8526,59.8526,5,08:13:31,08:21:14,462.283
13,59.8526,64.8526,5,08:21:14,08:28:20,426.135
14,64.8526,69.8526,5,08:28:20,08:35:02,402.487
15,69.8526,74.8526,5,08:35:02,08:42:07,424.474
16,74.8526,79.8526,5,08:42:07,08:49:49,462.634
17,79.8526,84.8526,5,08:49:49,08:56:53,423.285
18,84.8526,89.8526,5,08:56:53,09:04:12,438.793
19,89.8526,94.8526,5,09:04:12,09:11:21,429.913
20,94.8526,99.8526,5,09:11:21,09:17:54,392.632
21,99.8526,104.853,5,09:17:54,09:24:47,412.808
22,104.853,109.853,5,09:24:47,09:31:41,413.883
23,109.853,114.853,5,09:31:41,09:38:51,430.531
24,114.853,119.853,5,09:38:51,09:45:29,397.698
25,119.853,124.853,5,09:45:29,09:53:26,477.484
26,124.853,129.415,4.56246,09:53:26,10:00:32,425.928
27,129.415,134.415,5,10:00:32,10:07:06,393.462
28,134.415,139.415,5,10:07:06,10:14:58,471.958
29,139.415,144.415,5,10:14:58,10:21:30,392.19
30,144.415,149.415,5,10:21:30,10:29:10,460.264
31,149.415,154.415,5,10:29:10,10:36:10,419.928
32,154.415,159.415,5,10:36:10,10:43:07,416.306
33,159.415,164.415,5,10:43:07,10:49:05,358.28
34,164.415,169.415,5,10:49:05,10:56:45,460.593
35,169.415,174.415,5,10:56:45,11:02:46,360.515
36,174.415,179.415,5,11:02:46,11:09:41,415.052
37,179.415,184.415,5,11:09:41,11:16:10,389.354
38,184.415,189.415,5,11:16:10,11:23:42,451.225
39,189.415,194.415,5,11:23:42,11:30:27,405.775
40,194.415,199.415,5,11:30:27,11:37:03,395.288
41,199.415,204.415,5,11:37:03,11:44:02,419.386
42,204.415,209.415,5,11:44:02,11:50:40,398.5
43,209.415,214.415,5,11:50:40,11:56:30,349.675
44,214.415,219.415,5,11:56:30,12:03:40,429.613
45,219.415,224.415,5,12:03:40,12:09:48,367.834
46,224.415,229.415,5,12:09:48,12:15:50,362.013
47,229.415,234.415,5,12:15:50,12:21:11,321.632
48,234.415,239.415,5,12:21:11,12:27:51,399.586
49,239.415,244.415,5,12:27:51,12:34:24,393.592
50,244.415,249.415,5,12:34:24,12:40:41,376.171
51,249.415,254.415,5,12:40:41,12:46:53,372.425
52,254.415,259.415,5,12:46:53,12:53:54,420.637
53,259.415,264.415,5,12:53:54,13:00:05,371.736
54,264.415,269.415,5,13:00:05,13:07:21,435.923
55,269.415,274.415,5,13:07:21,13:13:32,370.5
56,274.415,279.415,5,13:13:32,13:20:46,434.224
57,279.415,284.415,5,13:20:46,13:27:20,393.914
