round,ids
1,4.04507;4.61107
2,2.98757;4.00957;4.43307
3,4.16957
4,3.20803;3.38307;3.51753;3.93107
5,2.95703;3.36757;3.39557
6,4.32307;4.48407;4.49856;4.50506;4.75307
7,3.53603;4.52107;4.58503;4.60106;4.87006
8,2.41007;2.77507;3.13757
9,2.72007;3.14853;3.40507;3.64003
10,2.66203;4.83307
11,2.56207;2.83256;3.36357;3.36607;3.56253;3.85256
12,3.127;3.6515;4.1695;4.2925;4.67997
13,2.8655;3.18297
14,2.588;2.9015;4.1225
15,2.539;3.134;3.1705;3.204;3.7885
16,3.9315;4.0395;4.51997
17,2.6115;3.28451;3.2935;3.44697;4.68647
18,3.2295;3.747;3.803
19,3.356;3.423;3.60097
20,2.5105;3.32747
21,3.064;3.1285;4.381
22,2.4345;2.764;3.39997
23,2.883;3.5115;3.65247;4.982
24,2.4775;2.831;2.9535
25,4.225;4.42697
26,2.844;3.531;3.648;3.6485;3.6885;4.56246
27,2.19454;2.61204;2.87504;3.00104
28,4.04654;4.38754;4.72304
29,2.38304;3.092
30,3.28304;3.76204;3.87004;4.01204;4.70904
31,2.84254;3.30754;3.3655;3.43054
32,2.964;3.11204;3.13604;3.20854
33,2.00454;3.61554
34,3.61554;3.7755;3.87154;4.68154
35,2.02304;2.17504
36,2.67254;2.86854;3.1125;3.85204
37,2.348;2.7045;3.87604
38,3.05804;3.566;3.70754;3.76954;3.85504
39,2.32104;2.75604;3.60654;4.00754
40,2.82954;2.86904;2.86954;2.953
41,2.88354;3.16154;3.238
42,2.29604;2.54254;3.56254;3.94754
43,1.75104;4.76254
44,1.71254;3.26304;3.70154;3.80554;4.205
45,1.70854;2.06304;2.43604
46,1.60954;2.09904;2.18004;2.605
47,1.20604
48,2.59404;2.96904;2.9745;3.02354;3.02354
49,2.5005;2.79104
50,2.32604;2.48704;2.59;3.40804
51,2.3255;2.47504;3.69754
52,2.3045;2.6915;3.03704;3.20354
53,2.295;2.42954;2.70804;4.06704
54,2.68754;3.27004;3.27254;3.55604;4.40054
55,1.942;2.24354;2.50654;2.51704
56,2.596;2.94;3.23954;4.27854;4.51304
57,2.945;3.70854;4.42904
58,2.25804;2.61854;3.62504;4.18354
59,1.98004;2.0555;2.78704
60,2.07054;2.664;2.71104;2.82404;4.03304
61,2.00804;2.36204;2.71554;2.76204;3.01054
62,1.754;2.14304;2.33904
63,2.25804;2.73954;3.08654;3.13604;3.22554;4.0445
64,1.86954;2.63654;4.2895
65,3.10204;3.18654;3.42354
66,2.41054;2.86454;3.03754;3.31704;3.34854;3.69104
67,1.6555;1.9245
68,1.587;1.633
69,2.024;2.7165;2.83697;3.0285;3.2705
70,1.37196;1.4555
71,2.345;2.87946;3.018;3.1285;3.175;3.83947
72,2.23603;2.52703;2.807
73,2.07304;2.30004;2.66654;3.59203
74,2.11703;2.49753;3.04354;3.06703;3.14453;4.86454
75,1.23696
76,2.91796;3.28299;3.40049;3.42849;4.17396
77,1.83049;2.08349;2.47749
78,2.06395;2.31599;2.36099;2.45546
79,2.39896;2.63649;2.68599;3.68199
80,2.25895;2.95499;2.95596;2.95846;3.07346
81,2.2465;2.68645;2.79499;2.88199
82,2.07399;2.29646;3.64799
83,1.39596;1.72199;2.06949
84,1.55899;1.72649
85,2.21846;2.65849;2.73099;2.83196;3.42099
86,1.73799;2.12949;2.29246;2.29399
87,2.83499;3.01349;3.09099;3.17199
88,2.40249;2.49195;2.92649
89,2.43549;3.13399;3.23849;3.29195;3.32799;3.819
90,2.252;2.26149;2.34596;2.434
91,2.09746;2.713
92,3.04649;3.3945;3.60046;3.84346;3.90949;4.0095
93,2.36897;2.47746;2.544;3.67647
94,2.3595;2.72;2.9235;3.02
95,1.873;2.07747;3.5575
96,2.5255;2.9825;3.492;4.40346
97,2.5305;2.8375;3.0775;3.12496;3.138
98,3.1685;3.431;3.431;3.475;4.19501;4.4915
99,3.504;3.70547;3.751;4.1895
100,2.349;2.713;3.0105;4.969
