round,total_tbSize
1,2118891
2,4030258
3,2541656
4,3539767
5,3315343
6,4935175
7,5522181
8,3136114
9,5302429
10,4037831
11,5342723
12,4432184
13,3888918
14,4411614
15,5069408
16,3768795
17,4829941
18,3956864
19,3764797
20,4661071
21,3598209
22,4464767
23,4903501
24,3852591
25,3811115
26,5572984
27,3388180
28,4457820
29,3132295
30,4836027
31,3496963
32,3818325
33,2098015
34,4592374
35,2241303
36,3679201
37,3315693
38,5361299
39,5098880
40,3843381
41,3776654
42,3911068
43,3423475
44,5510095
45,4171517
46,3639179
47,1354197
48,4073350
49,2574799
50,4527944
51,3132539
52,4537872
53,4382801
54,4978094
55,4436681
56,6158828
57,3292900
58,4473720
59,2921834
60,4596259
61,4380688
62,3035977
63,5404680
64,3772306
65,2810607
66,5271969
67,4587704
68,2017783
69,4374169
70,1644151
71,5357824
72,2855496
73,3830601
74,5522056
75,2046185
76,4620352
77,2820213
78,3311519
79,3955790
80,4211551
81,3650568
82,4113010
83,2660372
84,2520198
85,4626133
86,3324453
87,3682832
88,3099907
89,5286447
90,3261249
91,3442145
92,6334246
93,3618324
94,3793625
95,4263323
96,5369830
97,4164444
98,5519010
99,4619378
100,4645441
