round,ids
1,121;80
2,7;66;8
3,35
4,144;96;42;48
5,124;13;19
6,109;80;84;19;123
7,23;83;121;94;63
8,18;42;21
9,122;50;6;4
10,52;146
11,50;136;80;4;100;101
12,116;109;147;71;133
13,94;80
14,136;52;146
15,8;130;110;17;66
16,110;7;113
17,3;141;102;21;83
18,76;61;34
19,61;129;115
20,125;92
21,32;123;33
22,32;42;107
23,6;67;19;117
24,23;96;100
25,7;101
26,135;41;50;7;61;58
27,137;6;127;66
28,20;134;127
29,121;55
30,122;13;116;52;138
31,6;144;139;63
32,21;90;75;39
33,55;95
34,150;7;26;138
35,150;96
36,81;70;58;93
37,26;138;55
38,61;81;42;145;121
39,134;51;101;108
40,31;144;49;148
41,128;35;150
42,130;115;113;112
43,27;95
44,129;92;141;131;101
45,70;32;84
46,150;147;44;46
47,149
48,136;8;51;94;80
49,84;109
50,148;12;147;48
51,115;137;56
52,17;67;49;10
53,109;35;34;9
54,122;62;27;8;55
55,91;124;17;83
56,50;8;80;89;104
57,46;107;127
58,18;100;148;60
59,122;13;108
60,10;17;90;116;30
61,4;8;72;13;112
62,50;96;139
63,128;149;33;141;6;60
64,124;56;133
65,4;137;51
66,46;33;96;145;70;9
67,67;112
68,16;148
69,12;136;139;34;127
70,100;139
71,148;46;39;8;80;111
72,31;26;143
73,127;110;27;93
74,112;91;67;144;101;60
75,148
76,51;145;121;21;133
77,125;52;138
78,6;115;129;12
79,26;118;7;108
80,52;125;115;139;16
81,19;122;49;136
82,44;10;74
83,137;62;117
84,91;96
85,121;94;91;41;75
86,130;63;44;18
87,6;67;80;113
88,139;112;127
89,121;110;100;7;4;112
90,124;129;21;48
91,41;63
92,46;66;41;7;33;26
93,96;6;34;92
94,8;51;127;42
95,62;113;30
96,6;137;101;108
97,72;102;16;117;145
98,17;96;51;93;5;32
99,91;49;72;113
100,131;92;6;142
