round,total_ul_rbg
1,24063
2,43000
3,26630
4,39019
5,36298
6,55822
7,60181
8,33890
9,56798
10,39609
11,59378
12,48922
13,40698
14,46107
15,56467
16,39948
17,53017
18,43884
19,41182
20,46011
21,41983
22,47736
23,51511
24,40279
25,40026
26,61213
27,37648
28,47321
29,32895
30,54873
31,38999
32,41402
33,22603
34,51108
35,24572
36,40632
37,35971
38,58277
39,54658
40,43202
41,43041
42,42165
43,34544
44,63879
45,44145
46,40089
47,13950
48,45709
49,27964
50,50031
51,34790
52,50224
53,45970
54,54290
55,47970
56,66985
57,35542
58,47412
59,31729
60,51226
61,48782
62,34196
63,59422
64,39933
65,31504
66,58786
67,47195
68,21137
69,49147
70,18450
71,59460
72,32312
73,42399
74,61794
75,20163
76,51635
77,31570
78,37168
79,42410
80,47226
81,40654
82,42016
83,29683
84,26756
85,51435
86,37330
87,41472
88,32866
89,58433
90,36480
91,36400
92,69996
93,40461
94,41794
95,43513
96,57482
97,46667
98,61258
99,50913
100,49425
