round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,2791.9,2588.92,2588.92,19.8603,2.31281,34.613,65.387,4793,3134,1744939,1618075
1,1,6,5,5.0.0.2,238491,6950.44,6950.44,7.81169,2.37842,97.0859,2.91413,141689,4129,149056756,4344028
2,6,11,5,1.0.0.2,4575.64,4432.31,4432.31,20.2892,1.78349,1.48699,98.513,4304,4240,2859777,2770194
2,6,11,5,5.0.0.2,44149.8,5321.36,5321.36,6.79605,2.042,87.9489,12.0511,26230,3161,27593649,3325851
3,11,16,5,1.0.0.2,3077.84,2759.21,2759.21,34.3985,2.97247,25.3048,74.6952,4675,3492,1923651,1724508
3,11,16,5,5.0.0.2,31816.7,5180.48,5180.48,6.74131,2.02958,83.7222,16.2778,18903,3077,19885430,3237799
4,16,21,5,1.0.0.2,4841.66,4722.61,4722.61,20.0704,1.53942,19.594,80.406,5369,4317,3026040,2951631
4,16,21,5,5.0.0.2,31816.7,5180.48,5180.48,6.74131,2.02958,83.7222,16.2778,18903,3077,19885430,3237799
5,21,26,5,1.0.0.2,4261.52,4114.46,4114.46,19.6513,1.84981,21.9415,78.0585,4749,3707,2663451,2571540
5,21,26,5,5.0.0.2,31816.7,5180.48,5180.48,6.74131,2.02958,83.7222,16.2778,18903,3077,19885430,3237799
6,26,31,5,1.0.0.2,6295.09,6086.91,6086.91,29.965,1.73562,1.74014,98.2599,5172,5082,3934431,3804321
6,26,31,5,5.0.0.2,24196.2,4748,4748,6.76194,2.02795,80.3826,19.6174,14375,2820,15122595,2967499
7,31,36,5,1.0.0.2,7111.2,6920.67,6920.67,26.389,2.03115,1.38564,98.6144,5990,5907,4444503,4325417
7,31,36,5,5.0.0.2,8171.41,3838.56,3838.56,6.81923,2.02206,53.0381,46.9619,4855,2280,5107131,2399102
8,36,41,5,1.0.0.2,4391.71,4224.07,4224.07,17.4484,1.29003,12.0034,87.9966,4682,4120,2744818,2640043
8,36,41,5,5.0.0.2,8171.41,3838.56,3838.56,6.81923,2.02206,53.0381,46.9619,4855,2280,5107131,2399102
9,41,46,5,1.0.0.2,6617.45,6439.05,6439.05,14.9119,1.22249,1.36459,98.6354,5716,5638,4135905,4024406
9,41,46,5,5.0.0.2,8171.41,3838.56,3838.56,6.81923,2.02206,53.0381,46.9619,4855,2280,5107131,2399102
10,46,51,5,1.0.0.2,3918.19,3602.68,3602.68,18.3502,2.67903,24.8837,75.1163,4300,3230,2448870,2251674
10,46,51,5,5.0.0.2,8171.41,3838.56,3838.56,6.81923,2.02206,53.0381,46.9619,4855,2280,5107131,2399102
11,51,54.8526,3.85256,1.0.0.2,9169.26,9151.72,9151.72,18.6739,0.936876,0.102145,99.8979,5874,5868,4415645,4407199
11,51,54.8526,3.85256,5.0.0.2,8171.41,3838.56,3838.56,6.81833,2.02259,53.0214,46.9786,3740,1757,3935110,1848539
12,54.8526,59.8526,5,1.0.0.2,5759.33,5685.35,5685.35,16.8129,1.21061,9.10384,90.8962,5624,5112,3599579,3553344
12,54.8526,59.8526,5,5.0.0.2,8171.41,3838.56,3838.56,6.81923,2.02206,53.0381,46.9619,4855,2280,5107131,2399102
