round,ids
1,1.56657;4.01357;4.07607;4.23107
2,4.79507
3,4.16057
4,2.64057;2.70307;4.48007;4.58407
5,1.23057;3.34803;3.58103
6,3.05007;3.89403;3.90856;3.92057;3.92253
7,2.60607;2.64907
8,1.92253;4.24753;4.88557
9,1.93507;2.09707;4.64107;4.65203
10,1.21457;4.14957
11,1.72407;3.34357
12,1.20053;3.87907;4.08357;4.08703
13,1.31107;4.09507
14,1.20307;3.08707
15,1.23907;3.44453;3.60707
16,1.21953;2.28207;2.70607
17,1.20907;3.43557;4.08907
18,3.24157;4.39007
19,3.54703;3.89707;3.90606
20,1.16403;2.83407;3.28057;3.38857;4.67053
21,1.72807;1.76957;2.82257
22,1.26607;2.84607
23,3.24007;3.66703;3.70407
24,2.31458;2.33553
25,1.52907;3.04807;3.16703
26,1.54507;2.75953;2.94557;3.37253
27,3.02207;3.28257;3.77057;3.97157
28,1.57757;3.09607;3.39357;3.52507
29,1.09353;2.05553;2.39557
30,1.50357;1.84807;3.11307
31,1.29257;3.11356;3.39007;3.42857
32,1.10557;2.73957;4.00607;4.07853
33,1.36807;2.36057
34,1.10407;2.69207;3.37567;3.68457
35,1.16807;2.84757;3.14807;3.39057;4.39057
36,1.63457;1.72057
37,1.42207;2.39257;2.55753
38,1.07257;2.40557;2.55107
39,1.57857;2.69057;4.10957
40,3.81207
41,1.08557;2.96056;2.96603;3.05607;3.05657
42,2.52607;2.78157;3.45957;3.87407
43,1.06657;1.97607;2.02553
44,1.14453;2.74207
45,1.13056;2.68457;2.73303
46,1.68357;2.36607;3.72307;3.85953
47,1.16903;2.79307;2.93353
48,2.56407;2.95057;3.09957;3.15207
49,1.09607;3.02156;3.06703;3.33907;3.58907
50,2.64307;2.70253;3.51956;3.71507
51,3.28303;3.29103;4.22506;4.77557
52,1.62306;3.03207;3.37157
53,2.71357;3.50907
54,2.20003;2.33457;2.46607;4.11157;4.31156;4.31353
55,1.13004;2.57704;2.66904
56,1.2505;2.2095;2.21004
57,3.06954;3.35854;4.79804
58,1.083;2.59604;2.59754;2.75103
59,1.19354;3.25554;3.77804;3.82253;3.82454;3.83804
60,1.614;2.225;4.4525
61,2.31296;2.4735;2.9975;3.6105
62,1.3545;2.89896;3.2535;3.8885
63,1.136;1.572
65,2.421;2.4215
66,1.0915;1.39497
67,1.11296;2.77146;2.7765;2.9565;3.3195
68,1.0875;2.8065;2.937;2.97146;3.4125
69,1.0955;1.843;1.8435
70,1.09296;1.8975;1.9005
71,3.2725
72,1.185;2.2765
73,1.1485;2.90847;3.675;4.12851
74,2.915;3.638;4.50997;4.9005
75,1.8395
76,1.11346;2.84147;2.847;3.155;3.26196
77,1.08497;2.64346;2.645;2.732
78,1.564;1.81;3.124;3.178
79,1.281;1.54446;2.9725;3.148;3.1865
80,1.1475;2.636
81,1.21997
82,1.107;1.8;2.2085
83,1.1105;2.4635;2.464
84,2.0005;3.554
85,1.23396
86,1.08596;2.7065;2.9235;3.0975;3.1785
87,1.5895;2.9035
88,3.3655;3.3665;3.504;3.8955
89,1.17;2.891;2.8915;3.186;3.1875
90,1.7995;3.23697;3.93696;4.22397
91,1.1145;1.414
92,1.13546;2.60797;2.60797;2.8205
93,1.444;2.49947;2.6235;3.4345
94,1.5145;2.4375;2.97597;3.121;3.199
95,2.853;3.08196;3.246;3.71596;3.73
96,1.917;2.082;3.432;3.90151
97,1.5585;1.719;3.001;3.26751;3.59351
98,1.523
99,1.174;2.2635
100,1.163;2.8335;2.938;4.0545;4.058
