round,count
1,5636
2,4284
3,5414
4,6217
5,3886
6,9484
7,5061
8,5412
9,6413
10,3934
11,4166
12,8006
13,5533
14,2673
15,4269
16,2952
17,4272
18,3737
19,6143
20,5481
21,4092
22,4382
23,5689
24,4095
25,3419
26,4020
27,5576
28,5239
29,2474
30,2445
31,5185
32,5395
33,2637
34,5312
35,5897
36,2561
37,3073
38,3725
39,3877
40,1832
41,6911
42,5344
43,2297
44,3348
45,3858
46,5185
47,4685
48,5394
49,5773
50,4280
51,6650
52,4541
53,4074
54,8433
55,3967
56,3016
57,4561
58,4099
59,9547
60,2865
61,3462
62,4246
63,1136
64,2341
65,3091
66,1022
67,5121
68,5578
69,2367
70,2503
71,3040
72,1755
73,4966
74,5548
75,2171
76,5861
77,4441
78,4991
79,5471
80,2513
81,630
82,1877
83,3076
84,2463
85,734
86,6092
87,2658
88,8498
89,6099
90,4909
91,1099
92,4500
93,3526
94,5108
95,7037
96,4172
97,4875
98,1001
99,2360
100,5801
