round,total_ul_rbg
1,63361
2,64193
3,56211
4,43896
5,36867
6,39958
7,39951
8,39605
9,38937
10,37814
11,38753
12,39294
13,37960
14,37149
15,37039
16,36463
17,37724
18,38179
19,39744
20,38719
21,37661
22,38696
23,38544
24,39577
25,36963
26,26444
27,28141
28,27161
29,26176
30,26465
31,27334
32,27669
33,25872
34,27573
35,28370
36,25491
37,27295
38,26285
39,27005
40,25817
41,26649
42,26556
43,25763
44,27779
45,26817
46,28519
47,27948
48,28661
49,27514
50,26784
51,27459
52,27394
53,27666
54,24882
55,26870
56,26766
57,27239
58,26501
59,23188
60,26215
61,26916
62,27195
63,25415
64,26124
65,26797
66,25273
67,26350
68,26839
69,24814
70,26568
71,26071
72,26071
73,27212
74,28075
75,26774
76,27013
77,26276
78,26809
79,26897
80,25239
81,25869
82,26026
83,26555
84,26132
85,25879
86,26736
87,26178
88,27299
89,27457
90,27184
91,25579
92,27083
93,26822
94,26188
95,27923
96,26735
97,27033
98,26198
99,25869
100,27975
