round,total_ul_rbg
1,38280
2,16782
3,27071
4,41316
5,33502
6,51455
7,39535
8,45029
9,48693
10,31367
11,33973
12,51362
13,39968
14,29856
15,36582
16,35739
17,37690
18,33356
19,39661
20,50065
21,40676
22,41434
23,43724
24,37965
25,37355
26,42486
27,53152
28,49691
29,33091
30,31954
31,41242
32,51592
33,31907
34,47868
35,57447
36,25551
37,35666
38,36978
39,44119
40,17344
41,44440
42,50350
43,26829
44,30726
45,36891
46,48350
47,43543
48,49115
49,48761
50,46271
51,47264
52,43316
53,32669
54,67747
55,37884
56,33530
57,44049
58,36302
59,55888
60,34025
61,41730
62,43168
63,18276
64,17648
65,22641
66,17954
67,46943
68,47915
69,26527
70,26678
71,32966
72,20003
73,44258
74,51232
75,23251
76,48641
77,36515
78,47809
79,54006
80,22847
81,10390
82,29528
83,30041
84,27247
85,12000
86,49731
87,25031
88,50662
89,45447
90,46488
91,18546
92,36785
93,41309
94,52293
95,50517
96,43357
97,49196
98,12126
99,29154
100,50994
