round,ids
1,102;110;6;7
2,63
3,121
4,121;11;138;68
5,45;75;142
6,51;150;130;107;81
7,121;109
8,70;63;117
9,81;69;110;60
10,70;31
11,6;63
12,27;131;143;7
13,9;47
14,60;55
15,134;144;45
16,46;65;116
17,139;83;99
18,134;135
19,46;4;26
20,50;94;133;44;111
21,56;7;81
22,96;134
23,90;46;42
24,26;7
25,131;137;34
26,136;121;144;99
27,50;133;111;135
28,92;4;136;20
29,7;44;104
30,138;90;112
31,30;51;39;60
32,18;144;103;113
33,99;93
34,101;94;50;26
35,136;83;76;31;87
36,138;33
37,96;12;91
38,63;71;6
39,144;72;135
40,141
41,30;72;70;12;20
42,139;55;92;124
43,138;4;90
44,18;101
45,20;150;60
46,78;26;6;101
47,128;96;83
48,3;50;108;18
49,143;92;101;145;148
50,66;33;87;28
51,109;70;69;134
52,83;92;48
53,110;69
54,109;91;110;63;46;39
55,6;65;20
56,20;60;72
57,87;26;122
58,81;63;134;7
59,48;103;72;101;47;67
60,48;94;147
61,50;27;148;135
62,134;47;135;28
63,66;49
65,139;70
66,83;113
67,72;110;65;133;149
68,130;136;45;90;78
69,68;72;75
70,122;130;45
71,2
72,150;11
73,136;139;30;103
74,128;90;30;141
75,44
76,34;150;143;33;133
77,144;72;68;48
78,34;75;150;108
79,128;150;94;90;42
80,142;2
81,18
82,66;34;71
83,150;28;9
84,34;141
85,144
86,33;109;18;92;69
87,65;6
88,139;150;90;92
89,3;144;45;20;12
90,110;27;103;141
91,12;143
92,133;150;109;26
93,28;50;83;117
94,128;93;68;51;136
95,56;101;144;148;78
96,50;55;11;148
97,45;55;63;75;99
98,136
99,45;130
100,7;144;90;30;11
