round,avg_ul_mcs
1,27.7945
2,27.0537
3,27.6033
4,27.5393
5,26.7602
6,27.5645
7,27.3436
8,27.2012
9,27.6948
10,27.1843
11,27.4918
12,27.2035
13,27.7117
14,27.3431
15,27.3523
16,27.3886
17,27.2132
18,27.1964
19,27.0822
20,27.7874
21,27.4922
22,27.0657
23,27.4686
24,27.3072
25,27.3779
26,27.4555
27,27.5624
28,27.2699
29,27.3011
30,27.436
31,27.6266
32,27.5223
33,26.9549
34,27.7071
35,27.5667
36,27.4795
37,27.286
38,27.1973
39,27.2853
40,27.2303
41,27.8916
42,27.6359
43,27.6953
44,26.7921
45,27.4946
46,27.2797
47,27.3733
48,27.7994
49,27.8356
50,27.71
51,27.5528
52,27.3962
53,27.5022
54,27.7079
55,27.3627
56,27.3906
57,27.1105
58,27.8285
59,27.8323
60,27.4817
61,27.6115
62,27.4392
63,27.2377
64,26.6036
65,27.4995
66,27.318
67,27.8053
68,27.7354
69,27.6096
70,27.6444
71,26.872
72,27.4934
73,27.4201
74,27.3774
75,25.9959
76,27.675
77,27.7946
78,27.5159
79,27.7779
80,27.0947
81,27.1381
82,27.7017
83,27.236
84,27.1953
85,27.0831
86,27.4499
87,26.6622
88,27.6703
89,27.6398
90,27.3848
91,27.0146
92,27.7722
93,27.3588
94,27.6944
95,27.8266
96,27.7399
97,27.7969
98,26.4715
99,27.4547
100,27.7923
