round,total_ul_rbg
1,26452
2,35171
3,41478
4,32443
5,45387
6,48651
7,36172
8,27339
9,42743
10,14081
11,41359
12,54410
13,44702
14,45042
15,42099
16,48508
17,37417
18,36253
19,43422
20,63990
21,37614
22,26666
23,36184
24,45761
25,33955
26,25864
27,58911
28,42542
29,32315
30,49837
31,54036
32,50511
33,23973
34,39776
35,29773
36,36318
37,35585
38,43241
39,45867
40,27079
41,57811
42,38709
43,51328
44,30270
45,29135
46,46768
47,43133
48,50991
49,48631
50,56297
51,43198
52,40030
53,35063
54,55085
55,41315
56,42645
57,34472
58,59730
59,57153
60,31124
61,45185
62,52510
63,21044
64,13486
65,28754
66,43296
67,48293
68,38486
69,27207
70,44301
71,22089
72,18181
73,31347
74,42061
75,39899
76,54056
77,51278
78,37118
79,47934
80,45683
81,30209
82,38656
83,34083
84,28858
85,30187
86,52097
87,17907
88,36679
89,53282
90,27268
91,48100
92,35212
93,42431
94,38538
95,58292
96,48758
97,49649
98,31107
99,32896
100,63909
