round,count
1,6231
2,6036
3,6725
4,6278
5,6345
6,10885
7,5111
8,4797
9,6360
10,3266
11,5492
12,7233
13,4824
14,5009
15,5823
16,6242
17,4693
18,3903
19,4756
20,7312
21,3410
22,2667
23,4173
24,4192
25,4439
26,3271
27,5135
28,5631
29,3105
30,5477
31,6958
32,4919
33,3145
34,3431
35,2013
36,3632
37,4974
38,4307
39,5463
40,2123
41,6270
42,4343
43,5196
44,3929
45,2721
46,4260
47,4550
48,5563
49,5159
50,6859
51,4995
52,3021
53,4059
54,6848
55,4180
56,3750
57,3141
58,6485
59,5648
60,2287
61,5199
62,6470
63,2009
64,1219
65,2371
66,4393
67,3870
68,3294
69,1770
70,4743
71,2248
72,1193
73,2323
74,3966
75,3857
76,4958
77,4850
78,3405
79,4044
80,4109
81,2997
82,4939
83,2377
84,2206
85,2370
86,5325
87,994
88,3609
89,5572
90,1735
91,4775
92,2706
93,3314
94,3276
95,6509
96,4946
97,6153
98,2970
99,2358
100,7217
