round,ndi0_count,ndi1_count
1,267,5964
2,617,5419
3,656,6069
4,479,5799
5,289,6056
6,345,10540
7,491,4620
8,411,4386
9,251,6109
10,352,2914
11,430,5062
12,262,6971
13,384,4440
14,575,4434
15,357,5466
16,585,5657
17,453,4240
18,454,3449
19,415,4341
20,517,6795
21,254,3156
22,178,2489
23,228,3945
24,685,3507
25,333,4106
26,245,3026
27,581,4554
28,281,5350
29,147,2958
30,578,4899
31,464,6494
32,319,4600
33,342,2803
34,296,3135
35,81,1932
36,373,3259
37,260,4714
38,247,4060
39,562,4901
40,355,1768
41,187,6083
42,295,4048
43,531,4665
44,363,3566
45,91,2630
46,383,3877
47,336,4214
48,261,5302
49,287,4872
50,469,6390
51,320,4675
52,310,2711
53,336,3723
54,47,6801
55,271,3909
56,244,3506
57,428,2713
58,466,6019
59,291,5357
60,183,2104
61,415,4784
62,684,5786
63,110,1899
64,219,1000
65,276,2095
66,538,3855
67,92,3778
68,90,3204
69,6,1764
70,475,4268
71,493,1755
72,40,1153
73,92,2231
74,236,3730
75,555,3302
76,195,4763
77,227,4623
78,70,3335
79,93,3951
80,595,3514
81,466,2531
82,395,4544
83,194,2183
84,289,1917
85,373,1997
86,256,5069
87,0,994
88,45,3564
89,189,5383
90,40,1695
91,533,4242
92,224,2482
93,301,3013
94,68,3208
95,199,6310
96,282,4664
97,193,5960
98,585,2385
99,302,2056
100,401,6816
