round,total_tbSize
1,2434414
2,3417841
3,4270400
4,3009716
5,4217136
6,4351346
7,3570780
8,2629053
9,3965615
10,1310392
11,4079888
12,5043027
13,4441528
14,4525618
15,4031319
16,4743669
17,3719937
18,3820389
19,4259829
20,6290386
21,3557717
22,2554698
23,3514803
24,4963504
25,3316394
26,2541771
27,6127475
28,3981565
29,3107845
30,4996154
31,5294093
32,4820045
33,2430880
34,3797424
35,2795858
36,3710382
37,3351035
38,4191799
39,4582753
40,2952003
41,5410234
42,3800809
43,5036465
44,3011525
45,2678926
46,4563247
47,4188669
48,4866447
49,4683394
50,5517316
51,4121776
52,3855080
53,3419659
54,4971803
55,3994635
56,4102446
57,3625170
58,5946360
59,5426296
60,3029483
61,4612124
62,5245909
63,1941173
64,1331772
65,2828454
66,4441211
67,4470408
68,3500464
69,2435047
70,4395913
71,2568892
72,1687047
73,2908067
74,3992794
75,4211986
76,5033545
77,4845584
78,3379127
79,4362058
80,4811664
81,3191524
82,3657494
83,3336537
84,2989872
85,3236695
86,4987140
87,1596836
88,3317377
89,5058122
90,2489848
91,4701460
92,3342439
93,4242091
94,3542948
95,5463329
96,4678624
97,4674374
98,3414944
99,3344898
100,6214492
