round,ids
2,4.47956
3,4.58453;4.65407
4,4.84306
5,4.35157;4.35557;4.60957
6,4.25357;4.26953;4.28156;4.35707;4.44307
7,3.36857;3.36907;4.32457
8,4.64556
9,3.95507;4.10607;4.27807;4.33807
10,3.43707
11,4.11357;4.63957
12,3.05707;3.07003;3.26957;3.35903;4.20503
13,2.70307;3.18353
14,2.57253;3.34057
15,3.42007;3.44107;3.51357
16,3.35453;3.75107;3.95753
17,3.13707;3.40307
18,2.95453;3.78207
19,2.51707;2.80107;2.81057
20,2.85107;3.08453;3.31457;3.34807;3.98157
21,2.03207;2.34803;2.53957
22,2.04857;2.06257
23,2.57806;2.62053;2.64757
24,2.37007;2.56857;4.49307
25,2.64257;2.64257;3.32657
26,2.47253;2.53607
27,2.03457;2.46353;2.85757;4.26607
28,3.11607;3.17157;3.49257;3.58757
29,1.98807;2.45353;2.53607
30,2.48956;3.87757;3.96907;4.26057
31,3.95557;4.04153;4.24207;4.25257
32,2.83157;3.04507;3.35807;3.60156
33,2.49707
34,1.15107;2.42257;2.44857
35,1.60653;1.83006;2.34657
36,2.48953;2.73157
37,3.22156;3.27003;3.35407
38,2.60857;2.90357;3.21107
39,3.11703;3.24557;4.78153
40,3.11957;4.07607
41,1.57957;2.92807;3.26606;3.36657;3.38207
42,2.45206;2.50307;2.59853
43,1.40457;3.36757;3.63457;4.80757
44,3.17057;3.43057
45,1.51157;2.46357;2.54657
46,2.22607;2.55707;2.64706
47,1.46457;3.14453;3.32357
48,2.86003;2.86307;2.86757;3.50003
49,2.69456;2.98003;3.04107;3.55807
50,3.20653;3.23053;3.83707;4.07057;4.35158
51,2.83807;3.13856;3.15756;3.33907
52,1.37253;1.75806;1.98807
53,2.82457;3.26207;3.76757
54,2.52557;2.63253;3.12007;3.24653;3.31907;3.38957
55,1.9295;2.904;3.045;4.1485
56,1.2055;2.7165;2.94296;4.19551
57,1.88597;4.787
58,1.3495;3.8095;3.843;3.949;4.609
59,1.7115;2.589;2.9215;3.284;3.382;3.5015
60,1.69346;1.9675;2.8245
61,3.0365;3.0395;3.2665
62,3.053;3.311;3.649
63,1.9365;2.131
64,2.507
65,1.6135;1.7955
66,1.58546;3.00246;4.286
67,1.693;2.0385;2.5215;2.72296;3.0035
68,1.225;1.981;2.34496;2.3475
69,1.1845;1.64446;1.7635
70,2.89101;3.0415;4.4505
71,3.67346
72,1.375;1.51551
73,1.76;2.1085;2.364
74,2.31397;2.58896;2.764;4.01401
75,2.526;2.70696
76,1.5455;2.5295;2.9095;2.924;3.2585
77,1.219;2.889;2.89146;3.1145;4.6235
78,1.7345;2.121;2.24646;2.31596
79,1.6215;2.1615;2.47396;2.752;2.842
80,2.1;2.5535;4.063
81,2.5275
82,1.705;3.6975;3.698
83,1.2005;1.6325;1.819
84,1.183;1.9955
85,1.6555;1.74296;4.1635
86,2.49646;2.965;3.44;3.599;3.855
87,1.16996;1.386
88,1.655;2.172;2.174;2.2825
89,2.4965;2.7215;2.94646;3.144;3.1485
90,1.2805;1.7445;1.88
91,2.706;3.25896;3.607
92,1.16397;2.10696;2.3375
93,1.9485;2.1705;2.1935;4.3065
94,1.763;2.14546;2.226;2.4195
95,1.6065;2.979;3.287;3.304;3.38;3.946
96,2.575;2.928;3.0465;3.366
97,2.624;2.93146;2.934;2.954;4.9275
98,2.0495
99,1.625;1.99
100,1.32096;3.29646;3.4925;3.7315;4.22051;4.862
