round,total_ul_rbg
1,54544
2,47713
3,49141
4,48364
5,46846
6,40060
7,41316
8,40089
9,29818
10,28810
11,29727
12,29774
13,29141
14,28508
15,19418
16,19651
17,19092
18,19661
19,20666
20,19849
21,18810
22,18464
23,19252
24,19966
25,18705
26,19107
27,19504
28,18663
29,19196
30,20009
31,19698
32,19223
33,18689
34,19218
35,18852
36,18829
37,19027
38,19275
39,19866
40,18717
41,18837
42,18939
43,20466
44,19808
45,18747
46,19316
47,19330
48,19578
49,19269
50,19495
51,19171
52,18731
53,19377
54,12743
55,19282
56,19093
57,19272
58,20222
59,13992
60,18836
61,19692
62,19681
63,18877
64,18349
65,18519
66,19383
67,19466
68,18593
69,17931
70,19820
71,19220
72,18364
73,18353
74,19516
75,19981
76,18710
77,18976
78,18059
79,19020
80,19396
81,20005
82,19339
83,18398
84,19398
85,19451
86,19876
87,18481
88,18100
89,19508
90,18596
91,19548
92,18868
93,19211
94,18885
95,15234
96,19214
97,18867
98,20885
99,18872
100,18893
