round,avg_ul_mcs
1,27.7984
2,27.187
3,27.6526
4,27.3528
5,27.6596
6,27.4349
7,27.0511
8,27.5314
9,27.6877
10,26.526
11,27.6877
12,27.6418
13,27.5205
14,26.9691
15,27.3004
16,27.3279
17,27.1717
18,27.555
19,27.2382
20,27.6554
21,26.7185
22,27.3262
23,27.5449
24,27.3368
25,27.3909
26,27.1293
27,27.5877
28,27.729
29,27.6696
30,27.4782
31,27.6637
32,27.4483
33,26.9781
34,27.281
35,27.533
36,27.3343
37,27.5676
38,27.6965
39,27.3456
40,27.3146
41,27.7388
42,27.688
43,26.9663
44,27.1545
45,27.588
46,27.2993
47,27.2802
48,27.7235
49,27.6354
50,27.7613
51,27.2799
52,26.7203
53,27.2225
54,27.8492
55,27.6124
56,27.4461
57,27.3499
58,27.7255
59,27.7291
60,27.7862
61,27.5711
62,27.0679
63,27.1737
64,25.3511
65,26.5369
66,27.267
67,27.7199
68,27.4189
69,27.4621
70,27.2836
71,26.6041
72,27.5926
73,27.6586
74,27.3374
75,26.9842
76,27.5014
77,27.6035
78,27.6696
79,27.4641
80,27.0759
81,26.8635
82,27.0283
83,27.4434
84,27.2316
85,27.503
86,27.7269
87,27.4366
88,27.7672
89,27.7008
90,27.581
91,26.5619
92,27.0044
93,27.6288
94,27.6673
95,27.7507
96,27.7855
97,27.7814
98,26.6519
99,27.3282
100,27.8156
