round,ids
2,63
3,121;78
4,121
5,75;45;142
6,107;150;81;51;130
7,121;109;100
8,63
9,69;110;81;60
10,70
11,6;63
12,27;143;7;131;137
13,9;47
14,60;55
15,45;134;144
16,46;116;65
17,139;83
18,134;115
19,26;4;46
20,50;94;133;44;111
21,56;81;7
22,134;96
23,90;46;42
24,7;137;62
25,34;131;137
26,144;121
27,111;50;133;141
28,92;20;4;100
29,7;125;44
30,138;10;90;8
31,51;60;39;30
32,18;144;113;103
33,93
34,101;50;94
35,76;83;87
36,33;138
37,91;96;12
38,63;6;71
39,144;72;135
40,141;77
41,30;70;12;20;72
42,139;92;55
43,138;90;4;62
44,18;101
45,20;60;150
46,78;101;6
47,128;96;83
48,18;50;3;108
49,143;92;101;148
50,87;66;33;28;100
51,70;109;134;69
52,83;48;92
53,69;110;145
54,91;109;39;63;46;110
55,6;65;20;112
56,20;60;72;145
57,122;87
58,81;63;134;7;52
59,48;67;47;72;101;103
60,94;48;147
61,27;50;148
62,134;28;47
63,66;49
64,146
65,70;139
66,83;113;100
67,72;149;110;65;133
68,130;78;90;45
69,68;75;72
70,130;45;122
71,137
72,150;11
73,139;103;30
74,30;128;90;62
75,44;87
76,34;143;133;150;33
77,144;72;68;48;87
78,34;108;150;75
79,128;150;42;94;90
80,142;87;135
81,18
82,66;34;71
83,150;9;28
84,125;34
85,61;144;112
86,33;109;69;18;92
87,65;6
88,90;150;92;139
89,3;20;12;144;45
90,110;103;27
91,143;12;87
92,133;109;150
93,83;50;28;87
94,128;68;51;93
95,56;148;78;101;144;100
96,55;11;50;148
97,45;75;63;55;112
98,125
99,45;130
100,7;144;90;30;11;8
