round,avg_ul_mcs
1,27.9062
2,27.927
3,27.9291
4,27.5201
5,27.4667
6,27.7955
7,27.4998
8,27.4487
9,27.8109
10,27.7864
11,27.2133
12,27.8787
13,27.6183
14,27.4924
15,27.4088
16,27.0352
17,27.5547
18,27.0321
19,27.635
20,27.5597
21,27.4838
22,27.7657
23,27.6233
24,27.2914
25,27.5178
26,27.5207
27,27.5968
28,27.5792
29,27.6855
30,27.4829
31,27.844
32,27.5388
33,27.8106
34,27.1541
35,27.6613
36,27.4211
37,27.4542
38,27.3513
39,27.5179
40,27.5586
41,27.4798
42,27.4934
43,27.6045
44,27.2494
45,27.6015
46,26.8957
47,27.7308
48,27.1979
49,27.488
50,27.6061
51,27.6725
52,27.2516
53,27.5364
54,27.1664
55,27.5032
56,27.551
57,27.4448
58,27.4627
59,27.7361
60,26.9759
61,27.5058
62,27.3133
63,27.5548
64,27.1542
65,27.4798
66,27.6804
67,27.547
68,27.8446
69,27.6377
70,27.7456
71,27.6923
72,27.1484
73,27.7401
74,27.1014
75,27.815
76,27.7471
77,27.4748
78,27.3454
79,27.5704
80,27.3042
81,27.7787
82,27.7916
83,27.7217
84,27.4174
85,27.6324
86,27.7276
87,27.5551
88,26.8663
89,27.1286
90,27.279
91,27.5406
92,27.6263
93,27.7171
94,27.7208
95,27.645
96,27.7792
97,27.7457
98,27.57
99,27.4952
100,27.7557
