round,total_ul_rbg
1,39979
2,63529
3,54965
4,36884
5,49649
6,51613
7,41549
8,45121
9,61434
10,50204
11,32697
12,59927
13,61445
14,37132
15,50880
16,34040
17,45455
18,30245
19,46776
20,51962
21,55988
22,55717
23,48782
24,46662
25,44190
26,46231
27,59114
28,64993
29,57189
30,61630
31,47154
32,54988
33,59527
34,21052
35,49976
36,43196
37,33370
38,57353
39,49479
40,46198
41,46009
42,32181
43,49909
44,37375
45,47164
46,28552
47,60783
48,25224
49,52324
50,49814
51,54593
52,24959
53,34861
54,35356
55,31060
56,58379
57,32471
58,46356
59,29934
60,31279
61,32840
62,43101
63,48326
64,40479
65,53714
66,45576
67,44267
68,60667
69,45136
70,49796
71,50339
72,31334
73,48922
74,33329
75,60039
76,35917
77,35097
78,32462
79,32929
80,35385
81,27354
82,56731
83,39255
84,36382
85,27633
86,44843
87,40354
88,21484
89,8914
90,45533
91,50237
92,44087
93,38629
94,41777
95,47338
96,26944
97,59298
98,37997
99,30832
100,41710
