round,total_ul_rbg
1,69051
2,52306
3,46307
4,42673
5,29111
6,30242
7,30609
8,31507
9,29597
10,29982
11,29203
12,30138
13,30867
14,31698
15,26076
16,21363
17,21226
18,20865
19,20768
20,21083
21,22019
22,21065
23,21554
24,23399
25,21165
26,21893
27,22572
28,22715
29,21313
30,22470
31,20700
32,21701
33,19782
34,20198
35,20137
36,20273
37,20645
38,21756
39,20633
40,21076
41,21056
42,21445
43,21844
44,21722
45,22125
46,21326
47,17029
48,21428
49,21127
50,20469
51,21481
52,21050
53,21382
54,20642
55,21616
56,21773
57,20125
58,21862
59,20446
60,20323
61,20282
62,22019
63,20440
64,21269
65,21396
66,20828
67,20811
68,16797
69,21051
70,20592
71,20405
72,21288
73,21259
74,21077
75,15874
76,19758
77,21186
78,21168
79,20718
80,21930
81,20273
82,16046
83,20807
84,21445
85,19836
86,20657
87,21021
88,20451
89,20472
90,21198
91,20820
92,21441
93,20132
94,20067
95,20113
96,19735
97,19677
98,20403
99,20359
100,21706
