round,ids
1,4.99553
2,4.02407;4.03756;4.37007;4.37007;4.81807
3,3.11707;4.07307;4.07807;4.20003;4.23703;4.23907
4,4.23046;4.561
5,3.65;3.79;4.724
6,3.249;3.6225;3.65246;3.7345;4.7005
7,4.03496;4.30946
8,3.99096;4.255
9,3.875;4.0055;4.45146;4.75096;4.95696
10,2.531;3.03846;3.8725;3.8765;3.9575
11,3.12;3.557;3.5975
12,3.7095;3.713;3.7255;3.906;4.5885;4.6965
13,2.48946;2.7185;2.9085;4.4245
14,4.01697;4.20947;4.725
15,3.5955;3.63997;3.7945
16,2.639
17,2.229;2.5255;3.041;4.8365
18,3.508;3.6495
19,2.1255;2.5645;2.9875;3.2285;3.25396
20,3.414;3.596;3.919;4.10746
21,3.6405;3.83796;3.894;4.10796
22,3.08947;3.489;3.5065;4.1855
23,3.52346;4.069;4.1145;4.88446
24,3.5865
25,2.6275;3.0005;3.267;3.412
26,2.886;3.391;3.8725
27,3.22496;3.5965;3.609;4.0175
28,2.807;3.4535;3.454;3.544
29,2.197;2.442;2.64846;3.132;4.1815
30,2.742;3.1625;4.7245
31,1.988;2.787;2.794;2.8005;2.8265
32,2.48046;2.89346;3.71196;3.8875;3.9
33,2.35396;2.9115;3.006;3.08;3.194;4.82
34,1.8805;2.091
35,2.16247;2.612;2.61696;2.709;3.54
36,2.08146;2.23796;2.5825;2.7515
37,2.2895;2.2895
38,2.909;3.7115;3.731;4.1915;4.965
39,1.4785;2.892;3.2495;3.68;3.68297
40,1.8975;2.1265;2.391;2.59897
41,1.5425;1.82046;2.71396
42,1.48396;2.2675;2.639
43,2.3365;2.7095;2.98347;3.708
44,3.0115;3.2535;3.4005
45,1.81646;2.8775;3.3335
46,3.268
47,1.844;2.13546;2.95396;3.314;3.394;4.0085
48,2.52796;3.4385
49,1.89749;2.83599;3;3.55;3.7965
50,2.676;2.8155;3.701;4.0695;4.07
51,2.95;3.31096;3.55896;3.561;3.584
52,2.00846;2.08646
53,2.244;2.5366;4.24099
54,1.243;1.65596;2.112
55,3.54349;3.69496
56,2.66596;2.8245;3.3075
57,2.018;2.312;2.7815
58,1.69496;3.62146;3.8195
59,1.0575;1.30246
60,1.88046;2.1775;4.06546
61,1.571;1.939;3.413
62,2.4435;2.672;3.4715
63,2.218;2.608;3.7005;4.0075;4.01546
64,2.557;2.669
65,1.679;3.6195;3.63446;4.289;4.977
66,1.825;2.177;2.3805;2.67946
67,1.77796;2.0055;2.4515;3.5945
68,2.269;2.862;3.36546;3.51046;3.74146;3.84
69,2.045;2.926;2.93047;4.7695
70,2.06946;2.1035;2.3235;2.844;2.979
71,1.967;2.696;2.7085;3.18546;3.534
72,2.5325;2.85597
73,2.31047;2.7965;2.8185;2.871;4.74401
74,2.07247;2.22096;4.564
75,2.29247;3.06146;3.4075;3.5415;3.5555;3.7095
76,1.23546;1.8285;2.163;2.2365
77,2.30096;2.3015
78,1.1365;2.249;2.366
79,1.3735;3.6615
80,2.04446;2.918;3.091
81,1.76;1.77547;1.7765
82,1.3955;2.9065;3.2405;3.2405;3.455;3.7395
83,1.56646;1.9305;2.0705;2.87
84,1.602;2.7335;2.81646
85,1.3825;1.629;1.80046
86,1.426;2.1275;2.476;2.72746;2.739
87,1.2035;1.6635;2.02396;4.5555
88,1.141;1.4995
89,1.1555
90,1.2;2.9215;3.034;3.03746
91,1.7965;2.85246;3.163;3.3945;3.47096
92,2.24646;2.35;3.196;4.281
93,1.371;2.0275;2.26801;2.4715
94,2.41746;2.6685;2.74246;2.929
95,1.344;2.3365;2.938;2.9695;3.021
96,1.9915;1.9915;2.0735
97,1.482;3.202;3.21146;3.608;3.96846;4.66196
98,1.99904;2.51104;2.56154
99,1.72704;1.728;3.15454
100,2.12304;2.309;2.50204;3.79303
