round,ids
1,92
2,45;129;9;58;112
3,145;27;4;61;149;115
4,129;98
5,16;18;149
6,50;33;131;147;13
7,123;45
8,75;134
9,91;3;9;62;76
10,6;111;116;129;137
11,130;59;38
12,112;93;6;144;125;80
13,71;9;111;98
14,144;5;137
15,45;100;129
16,101
17,134;102;49;140
18,20;32
19,110;20;59;130;27
20,44;92;59;72
21,3;47;92;72
22,130;20;100;83
23,7;58;32;75
24,66
25,26;107;18;47
26,22;44;49
27,143;46;128;70
28,92;32;130;44
29,46;104;16;125;13
30,83;149;133
31,92;61;14;99;130
32,57;60;20;91;80
33,92;98;45;122;12;137
34,143;101
35,148;107;98;27;65
36,14;87;26;52
37,122;104
38,9;100;58;113;65
39,45;145;3;66;102
40,122;55;116;20
41,38;137;19
42,120;46;91
43,138;27;104;137
44,22;57;138
45,45;22;73
46,120
47,58;121;33;52;18;137
48,55;76
49,99;92;14;113;41
50,143;38;50;112;129
51,34;115;110;5;138
52,127;12
53,96;3;127
54,57;38;100
55,93;5
56,26;98;21
57,139;111;125
58,9;87;70
59,46;101
60,116;46;113
61,92;42;85
62,50;14;137
63,96;51;7;99;87
64,131;123
65,101;134;42;84;141
66,3;101;87;70
67,100;134;72;2
68,100;72;50;57;121;42
69,52;137;146;64
70,18;128;122;21;76
71,87;145;44;81;22
72,17;115
73,111;134;59;112;133
74,129;111;69
75,72;96;52;47;42;137
76,22;148;34;20
77,14;112
78,92;96;125
79,92;83
80,102;148;110
81,22;8;9
82,149;27;17;111;44;137
83,120;100;57;137
84,112;45;144
85,47;131;144
86,16;58;9;110;92
87,17;102;101;90
88,102;9
89,4
90,14;115;50;87
91,83;134;66;57;131
92,47;8;121;141
93,131;128;61;16
94,61;115;93;133
95,101;26;5;90;38
96,148;121;144
97,5;134;60;21;125;59
98,20;52;121
99,26;138;89
100,143;144;26;150
