round,count
1,10623
2,11038
3,11445
4,5130
5,5363
6,7630
7,5232
8,5864
9,7520
10,5872
11,4262
12,8500
13,5594
14,5301
15,6448
16,3746
17,3961
18,4205
19,5022
20,6152
21,7203
22,6305
23,6164
24,6304
25,4735
26,4673
27,7230
28,7312
29,5202
30,6378
31,5492
32,6451
33,6315
34,2005
35,5223
36,3868
37,3518
38,6595
39,5161
40,4055
41,3137
42,2517
43,4940
44,4743
45,4271
46,3614
47,5391
48,2668
49,4502
50,5483
51,7313
52,2218
53,3296
54,2663
55,4640
56,5416
57,2871
58,4980
59,1603
60,3237
61,2329
62,4315
63,5189
64,4370
65,5636
66,3805
67,3203
68,6086
69,4093
70,4689
71,5157
72,3874
73,5172
74,2978
75,6546
76,2768
77,3932
78,2614
79,2386
80,3885
81,2914
82,6189
83,2946
84,3867
85,1904
86,4105
87,2686
88,1444
89,482
90,5043
91,5102
92,3968
93,3149
94,4356
95,4406
96,3550
97,6421
98,3549
99,2708
100,3676
