round,avg_ul_mcs
1,27.1894
2,27.389
3,27.4333
4,27.7996
5,27.7207
6,27.6163
7,27.5588
8,27.2077
9,27.7898
10,27.8152
11,27.8067
12,27.0859
13,27.4168
14,27.5027
15,27.5622
16,27.6599
17,27.6173
18,27.3742
19,27.6879
20,27.7237
21,27.6384
22,27.5612
23,27.7172
24,26.9722
25,27.65
26,27.8747
27,27.045
28,27.1647
29,27.8075
30,27.3328
31,27.789
32,27.6877
33,27.6491
34,27.5703
35,27.5687
36,27.3161
37,27.3651
38,27.335
39,27.6636
40,27.6397
41,27.4506
42,27.7895
43,27.6757
44,27.4335
45,27.6732
46,27.6945
47,27.6918
48,27.1537
49,27.4368
50,27.6183
51,27.8708
52,27.8761
53,27.2186
54,27.5223
55,27.7266
56,27.3612
57,27.2883
58,27.0535
59,27.717
60,27.633
61,27.7739
62,27.6914
63,27.3713
64,27.6389
65,27.6444
66,27.6334
67,27.0453
68,27.439
69,27.1736
70,27.717
71,27.0722
72,27.5966
73,27.6563
74,27.5118
75,27.6176
76,27.4385
77,27.5275
78,27.7745
79,27.4641
80,27.6743
81,27.5076
82,27.3902
83,27.6364
84,27.5109
85,27.5065
86,27.3701
87,27.7351
88,27.6763
89,27.6698
90,27.7822
91,27.7372
92,27.3437
93,27.4723
94,27.7007
95,27.3641
96,27.8022
97,27.4876
98,27.6551
99,27.5118
100,27.6575
