round,ids
1,125
2,10;71
3,58
4,47
6,65;122;14
7,75;131;74
8,65;105
9,131;52;77
10,103;58;54;135;78
11,127;145;74
12,60
13,116;71;75;55
14,42;58;14;75
15,51;14;35;141
16,118;14
17,44;120;134
18,65;55;95
19,2;47;140
20,119;149;71;14
21,111;90;77
22,52;8;84
23,124;134;54;120
24,68;138
25,91;148;45
26,34;51;135;68
27,68
28,76;127;135
29,100;46;61
30,50;84;138
31,139;8;119;15;2
32,50;45
33,68;117;94;149;45
34,27;139;56
35,6;121;129
36,73;147;2;106
37,12;70;43
38,139;91;150
39,75;115;14
40,33;83;61;51;89
41,72
42,87;26;133;81;84
43,122;112;125;65;141
44,130;147;100;15;110
45,149;122;120;135;139
46,115;84;55;47
47,3;4;90;118;135;9
48,134;76
49,3;72;138
50,143;55;90;109
51,42;117;148;135;76;50
52,62;76;129;101;49
53,101;131;133
54,60;143;99;55
55,132;127;62;2;35
56,91;134
57,96;127;15
58,96;14;9
59,18;61;62;45
60,81;73;91;26;8;39
61,74;7;139;121;123
62,55;119;122;118
63,34;135;122;22
64,80;26;63
65,7;74;75;58
66,76;10;71
67,149;80
68,112;18;81;70
69,121;2;109
70,94;3;27;135;70
71,27;130;73
72,121;91
73,148;51;84
74,135;63
75,80;66;56;131
76,135;56;46
77,100;62;124
78,90;124;46;68
79,83;55
80,12;97;148;139
81,70;132
82,76;39;136
83,2;68;74
84,55;125;74
85,133;52
86,3;77;85;120
87,132;44;26;61;93
88,47;34;96;134;76
89,137;115;80;66;70
90,34;90;116;44
91,27;66;87;122;149;125
92,54;68;121;26;142
93,101;68;15;70
94,2;149;81;80
95,70;75
96,70;45;18;111;35
97,45;140;93
98,4;96;87;39
99,44;39;5
100,91;125;149;135
