round,total_numsym
1,66304
2,69947
3,53097
4,84286
5,63513
6,115022
7,62987
8,58465
9,66067
10,93353
11,73402
12,24686
13,72101
14,64009
15,70029
16,49679
17,41726
18,41165
19,80261
20,67079
21,74932
22,57679
23,57814
24,51492
25,53866
26,52278
27,24816
28,47522
29,85910
30,42475
31,83089
32,68898
33,81560
34,53688
35,29592
36,53483
37,26327
38,41065
39,26460
40,89609
41,24075
42,80617
43,64462
44,68213
45,53807
46,46303
47,70330
48,20792
49,51655
50,53981
51,91247
52,83159
53,59991
54,61847
55,74146
56,23785
57,38171
58,36445
59,55082
60,67050
61,61518
62,48521
63,47433
64,40962
65,44309
66,69916
67,41490
68,72948
69,48555
70,59140
71,45058
72,58547
73,53623
74,26203
75,48049
76,37420
77,20312
78,58016
79,41167
80,49704
81,50919
82,49182
83,42785
84,57701
85,62300
86,60927
87,50777
88,63433
89,64146
90,55491
91,57603
92,54081
93,65323
94,33278
95,25038
96,53382
97,24514
98,45042
99,40623
100,52694
