round,ids
1,4.96503
2,4.02207;4.26657
3,4.34153
4,4.09007
6,4.70053;4.78707;4.88507
7,3.82103;4.39957;4.56403
8,3.96657;4.67007
9,3.87957;4.00107;4.33953
10,4.30007;4.61507;4.66507;4.74857;4.79707
11,3.33607;4.75407;4.96207
12,2.25607
13,3.91753;4.43857;4.60507;4.80607
14,2.95706;3.57353;3.58607;3.88457
15,3.81457;4.22757;4.59757;4.68557
16,3.28507;3.66907
17,3.19057;3.65103;3.89107
18,2.57507;3.34707;4.15257
19,3.54053;3.99457;4.99753
20,3.71506;3.86107;4.09957;4.76806
21,4.63303;4.68357;4.93607
22,3.95003;3.96307;4.03803
23,3.09307;4.04053;4.51107;4.72806
24,2.57307;4.05507
25,4.02307;4.19307;4.52907
26,2.72003;3.02357;3.14453;3.20953
27,2.69007
28,2.07207;3.24557;3.43403
29,4.24057;4.43257;4.44657
30,2.63807;3.66957;4.48403
31,3.43507;3.75907;3.91807;3.93106;4.04253
32,4.13207;4.46207
33,3.20403;3.64656;3.91107;4.79007;4.94807
34,2.64957;2.96007;3.97307
35,1.79007;2.09503;4.76757
36,2.83053;3.29403;3.67007;4.30156
37,1.16757;1.67557;4.45003
38,2.04957;2.45757;3.35107
39,1.65107;1.94153;2.93503
40,3.76956;3.94607;3.97553;4.03557;4.85707
41,1.84807
42,3.39557;3.83353;3.85507;3.90507;4.53607
43,2.54307;3.09607;3.65553;3.72406;4.30907
44,2.87257;3.15857;3.45256;3.51907;4.49657
45,2.61407;2.68507;3.48657;3.68308;4.08703
46,1.46857;2.60857;2.92457;2.93707
47,2.34257;2.50007;3.26957;3.45953;3.95556;4.88207
48,1.7225;1.8845
49,2.4295;3.238;4.4755
50,2.7;3.2595;3.3175;4.7965
51,1.6775;3.182;3.87196;3.87197;3.957;4.074
52,3.1555;3.315;3.31551;3.9405;4.0405
53,2.9575;3.01196;3.338
54,2.9035;4.07146;4.462;4.474
55,2.5555;2.6175;3.075;3.2095;3.52796
56,1.8955;2.171
57,1.976;2.051;2.5495
58,2.0775;2.7395;2.9615
59,2.8065;3.18896;3.201;4.212
60,1.701;3.2035;3.41846;3.549;3.8055;4.238
61,2.98696;3.206;3.7095;3.816;4.1655
62,1.842;2.7695;3.0885;3.15996
63,2.17396;2.632;2.69046;3.142
64,2.463;2.466;3.624
65,1.3675;2.4095;2.70146;3.062
66,3.3155;3.3155;3.3215
67,1.4625;2.819
68,2.05496;3.52046;3.52046;3.59046
69,2.72996;3.2215;3.7645
70,2.8775;3.2275;3.608;3.768;4.271
71,2.405;2.80896;3.66546
72,2.7785;3.1125
73,2.4145;3.029;3.98046
74,2.64596;4.8715
75,1.61296;2.5555;2.881;3.091
76,1.7495;2.102;2.729
77,1.24996;1.7505;1.863
78,2.7885;2.792;2.875;3.605
79,2.245;2.5305
80,1.653;2.635;2.957;2.95996
81,2.6145;3.673
82,2.897;3.888;3.9115
83,2.65396;2.8635;3.0935
84,2.505;2.8875;3.2095
85,2.80751;3.3475
86,2.797;3.8775;4.9045;4.9635
87,2.03096;2.522;2.724;2.884;4.1915
88,1.2115;2.31096;2.7585;2.879;2.8895
89,2.391;3.103;3.25096;3.866;3.93396
90,2.27246;2.33946;2.63446;3.32546
91,2.338;2.5035;2.7;2.9555;3.2855;3.401
92,2.03097;2.28397;2.606;2.691;4.2615
93,2.8555;3.19246;3.9235;4.646
94,1.1825;2.1445;2.417;2.4915
95,1.33847;1.86997
96,1.567;2.48896;2.8335;3.0605;3.061
97,1.111;1.6985;4.4695
98,1.4195;2.597;2.6005;4.09946
99,2.343;2.6995;3.3715
100,2.46647;2.7655;2.951;3.103
