round,total_ul_rbg
1,26119
2,42551
3,26289
4,49502
5,23522
6,62724
7,48962
8,37652
9,45861
10,49233
11,53779
12,19048
13,49717
14,52703
15,43765
16,33192
17,31753
18,34616
19,54485
20,49297
21,46330
22,40075
23,44369
24,39040
25,33652
26,37644
27,13099
28,34436
29,46631
30,34969
31,56094
32,43474
33,65707
34,46428
35,31494
36,44624
37,31355
38,36484
39,28920
40,53861
41,22969
42,51236
43,50285
44,50756
45,50274
46,37000
47,68166
48,21051
49,51629
50,48869
51,67437
52,52343
53,45976
54,48390
55,67658
56,20089
57,44531
58,37483
59,41428
60,60747
61,53740
62,45499
63,40520
64,31338
65,43829
66,43061
67,38887
68,47770
69,38827
70,54122
71,36546
72,45762
73,49604
74,27554
75,49639
76,38499
77,27171
78,45791
79,36217
80,48303
81,39197
82,48635
83,35122
84,48595
85,53827
86,54476
87,50983
88,56145
89,52676
90,52714
91,55563
92,50604
93,56489
94,35681
95,28715
96,47933
97,31665
98,40306
99,37724
100,49212
