round,ndi0_count,ndi1_count
1,353,4759
2,63,6089
3,276,8280
4,99,8328
5,321,4805
6,656,6754
7,519,6597
8,141,5370
9,430,4698
10,167,2977
11,341,6408
12,270,8198
13,229,7920
14,470,4683
15,275,4946
16,472,7297
17,499,6371
18,164,4859
19,384,3324
20,455,4733
21,347,4722
22,318,4419
23,380,5994
24,328,4159
25,244,3148
26,429,5994
27,78,3074
28,237,6902
29,359,4440
30,132,5342
31,309,4636
32,286,5382
33,223,2907
34,305,6135
35,228,5713
36,279,2713
37,96,4451
38,255,5336
39,210,4525
40,509,3797
41,312,4927
42,181,3483
43,1,3790
44,454,6118
45,274,2223
46,345,4012
47,342,5502
48,73,2697
49,210,3635
50,296,4886
51,88,4113
52,4,3898
53,124,4413
54,186,3050
55,44,3530
56,389,5626
57,328,3393
58,103,3953
59,107,5486
60,121,3864
61,50,3825
62,199,4717
63,191,5951
64,174,3492
65,128,2957
66,49,1815
67,9,3094
68,149,6003
69,131,2572
70,148,4676
71,142,2601
72,77,4282
73,132,3485
74,34,2929
75,315,4815
76,180,3378
77,101,6809
78,69,3129
79,255,3402
80,276,4365
81,264,3419
82,0,1450
83,221,3842
84,140,3792
85,423,3973
86,0,1020
87,251,3588
88,47,2007
89,42,1616
90,138,3335
91,363,4621
92,175,6502
93,104,5089
94,75,1929
95,11,2419
96,34,2721
97,0,2600
98,159,4831
99,141,3285
100,85,3872
