flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.157,49153,5.0.0.2,50000,1.00611,492.971,491.965,387.848,387.677,387.677,7.53353,0.504639,0.0441073,99.9559,22672,22662,23850944,23840424
2,7.0.0.152,49153,5.0.0.2,50000,1.01329,29.7052,28.6919,20383.6,1191.77,1191.77,7.93011,1.06059,94.1533,5.84672,69492,4063,73105584,4274276
3,7.0.0.155,49153,5.0.0.2,50000,1.01485,21.8016,20.7867,26663.8,1125.95,1125.95,7.2875,0.83353,95.7772,4.22279,65857,2781,69281564,2925612
4,7.0.0.37,49153,1.0.0.2,9,1.021,5.46653,4.44553,286.987,250.405,250.405,9.52193,1.93199,2.61194,97.3881,536,522,159476,139148
5,7.0.0.156,49153,5.0.0.2,50000,1.02576,35.6616,34.6358,4559.62,316.61,316.61,12.95,3.92995,93.0562,6.94378,18765,1303,19740780,1370756
7,7.0.0.154,49153,5.0.0.2,50000,1.04295,99.98,98.9371,2533.55,510.47,510.47,7.65523,0.690858,79.8516,20.1484,29784,6001,31332768,6313052
8,7.0.0.153,49153,5.0.0.2,50000,1.04704,16.8461,15.799,12356.8,400.584,400.584,12.8403,3.65204,96.7582,3.2418,23197,752,24403244,791104
9,7.0.0.36,49153,1.0.0.2,9,1.1,2.84307,1.74307,219.108,77.8215,77.8215,5.38291,0.950141,64.488,35.512,918,326,47740,16956
11,7.0.0.77,49153,1.0.0.2,9,1.154,6.00406,4.85006,1230.38,1208.83,1208.83,26.9919,1.26392,0.911854,99.0881,987,978,745928,732860
12,7.0.0.149,49153,1.0.0.2,9,1.171,6.28807,5.11707,1165.71,1095.33,1095.33,11.5526,2.01154,3.14721,96.8528,985,954,745624,700612
14,7.0.0.22,49153,1.0.0.2,9,1.173,5.97304,4.80004,438.623,339.311,339.311,29.8035,2.61225,8.67769,91.3223,484,442,263176,203588
16,7.0.0.15,49153,1.0.0.2,9,1.192,6.00406,4.81206,1218.37,1218.37,1218.37,24.3915,0.991077,0,100,978,978,732860,732860
19,7.0.0.20,49153,1.0.0.2,9,6.003,11.0041,5.00106,1171.74,1171.74,1171.74,24.4361,0.676234,0,100,971,971,732496,732496
21,7.0.0.37,49154,1.0.0.2,9,6.012,10.3831,4.37107,102.163,70.0827,70.0827,9.62768,1.61625,2.75591,97.2441,508,494,55820,38292
23,7.0.0.112,49153,1.0.0.2,9,6.031,11.0041,4.97306,1178.01,1178.01,1178.01,22.0703,0.941547,0,100,969,969,732292,732292
25,7.0.0.35,49153,1.0.0.2,9,6.118,11.0041,4.88606,1199.5,1199.5,1199.5,13.5921,0.972496,0,100,975,975,732604,732604
26,7.0.0.88,49153,1.0.0.2,9,6.129,11.0041,4.87506,1202.63,1202.63,1202.63,13.2708,0.945346,0,100,980,980,732864,732864
29,7.0.0.26,49153,1.0.0.2,9,6.147,8.88257,2.73557,142.701,71.0288,71.0288,4.85179,0.431827,8.07087,91.9291,508,467,48796,24288
31,7.0.0.13,49153,1.0.0.2,9,11.021,15.989,4.96803,1179.79,1179.79,1179.79,30.4919,1.23186,0,100,974,974,732652,732652
32,7.0.0.141,49153,1.0.0.2,9,11.026,15.989,4.96303,1180.98,1180.98,1180.98,39.9431,0.941085,0,100,974,974,732652,732652
35,7.0.0.92,49153,1.0.0.2,9,11.107,15.989,4.88203,1207.03,1199.89,1199.89,11.3581,1.0416,0.30896,99.691,971,968,736596,732240
37,7.0.0.119,49153,1.0.0.2,9,11.155,15.989,4.83403,1284.59,1212.5,1212.5,35.6505,1.78308,2.98211,97.0179,1006,976,776216,732656
38,7.0.0.111,49153,1.0.0.2,9,11.159,15.9921,4.83306,1323.13,1214.97,1214.97,27.5667,2.29252,4.41176,95.5882,1020,975,799344,734004
41,7.0.0.129,49153,1.0.0.2,9,11.19,15.989,4.79903,1221.08,1221.08,1221.08,18.4513,1.11725,0,100,973,973,732500,732500
43,7.0.0.35,49154,1.0.0.2,9,16.0046,20.9891,4.9845,1174.39,1174.39,1174.39,21.4402,0.552129,0,100,958,958,731720,731720
45,7.0.0.29,49153,1.0.0.2,9,16.0476,20.3256,4.278,131.538,79.8504,79.8504,8.5771,1.41955,3.90625,96.0938,512,492,70340,42700
46,7.0.0.7,49153,1.0.0.2,9,16.0516,20.9891,4.9375,1187.43,1187.43,1187.43,25.3423,1.46642,0,100,980,980,732864,732864
48,7.0.0.106,49153,1.0.0.2,9,16.0676,21.0911,5.0235,1175.84,1168.91,1168.91,18.3602,1.33558,0.296443,99.7036,1012,1009,738356,734000
51,7.0.0.28,49153,1.0.0.2,9,16.1226,20.9891,4.8665,1204.32,1204.32,1204.32,25.2048,1.40131,0,100,975,975,732604,732604
53,7.0.0.102,49153,1.0.0.2,9,16.1446,20.9891,4.8445,1209.62,1209.62,1209.62,26.03,1.36471,0,100,973,973,732500,732500
55,7.0.0.95,49153,1.0.0.2,9,20.9956,25.9891,4.9935,1170.94,1170.94,1170.94,17.8907,0.610024,0,100,940,940,730884,730884
57,7.0.0.45,49153,1.0.0.2,9,21.1056,25.9896,4.884,1200.35,1200.35,1200.35,26.3929,0.689511,0,100,979,979,732812,732812
58,7.0.0.16,49153,1.0.0.2,9,21.1216,26.2216,5.1,98.9176,73.6188,73.6188,10.5572,2.53812,2.73438,97.2656,512,498,63060,46932
59,7.0.0.146,49153,1.0.0.2,9,21.1236,25.9925,4.86896,1204.05,1204.05,1204.05,12.7421,0.744041,0,100,979,979,732812,732812
