round,total_ul_rbg
1,37714
2,39275
3,63128
4,46013
5,35001
6,63681
7,63778
8,44384
9,46913
10,35602
11,52059
12,61538
13,61466
14,47543
15,58144
16,61201
17,72674
18,34137
19,37402
20,46920
21,51831
22,47001
23,63360
24,47066
25,40129
26,59091
27,41176
28,62192
29,55788
30,63893
31,55606
32,46992
33,39590
34,64743
35,60307
36,43684
37,43646
38,57688
39,46528
40,42133
41,58543
42,50105
43,36023
44,71908
45,36385
46,47980
47,64025
48,38510
49,52098
50,50756
51,39605
52,48900
53,52625
54,44242
55,37759
56,64426
57,46705
58,44873
59,54238
60,44082
61,47745
62,59352
63,77312
64,44595
65,33863
66,31339
67,38651
68,56186
69,39058
70,51846
71,39957
72,46162
73,41756
74,36157
75,51026
76,46355
77,40039
78,43028
79,47990
80,46438
81,40235
82,18695
83,52216
84,46839
85,56290
86,20347
87,45983
88,21137
89,29628
90,43496
91,50590
92,60627
93,58236
94,26877
95,36480
96,29327
97,36317
98,51824
99,38489
100,36981
