round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,4242.54,3976.56,3976.56,19.4281,1.56543,14.2207,85.7793,4831,4144,2651585,2485350
1,1,6,5,5.0.0.2,66589.9,3916.3,3916.3,8.57131,1.38859,94.1179,5.88206,39561,2327,41618694,2447686
2,6,11,5,1.0.0.2,4921.08,4849.75,4849.75,16.0956,0.927749,1.12812,98.8719,4964,4908,3075677,3031096
2,6,11,5,5.0.0.2,66885.3,3933.07,3933.07,8.578,1.39077,94.1212,5.8788,39736,2336,41803291,2458167
3,11,15.9846,4.98457,1.0.0.2,7234.73,7053.19,7053.19,27.2606,1.40258,1.31868,98.6813,5915,5837,4507747,4394636
3,11,15.9846,4.98457,5.0.0.2,66885.3,3933.07,3933.07,8.57355,1.39006,94.1185,5.88146,39616,2330,41674260,2450580
4,15.9846,20.9846,5,1.0.0.2,5959.48,5908.2,5908.2,21.923,1.24598,0.426558,99.5734,5392,5369,3724673,3692624
4,15.9846,20.9846,5,5.0.0.2,56657.5,3601.5,3601.5,8.18555,1.1824,93.6453,6.35472,33660,2139,35410946,2250940
5,20.9846,25.9846,5,1.0.0.2,4481.6,4370.81,4370.81,17.373,1.46605,1.27639,98.7236,4074,4022,2800999,2731755
5,20.9846,25.9846,5,5.0.0.2,32221.5,2590.51,2590.51,8.39015,1.24344,91.9653,8.03469,19142,1538,20138444,1619069
6,25.9846,30.9846,5,1.0.0.2,6006.05,5697.57,5697.57,23.8132,2.22741,11.0464,88.9536,5839,5194,3753783,3560984
6,25.9846,30.9846,5,5.0.0.2,22648.9,2101.58,2101.58,8.5503,1.30468,90.7246,9.27536,13455,1248,14155579,1313488
7,30.9846,35.9846,5,1.0.0.2,6339.39,5964,5964,21.4132,1.68757,2.93539,97.0646,5587,5423,3962117,3727498
7,30.9846,35.9846,5,5.0.0.2,7186.47,1194.3,1194.3,8.93554,1.44001,83.3919,16.6081,4269,709,4491544,746440
8,35.9846,40.9846,5,1.0.0.2,5300.11,5154.4,5154.4,20.3845,1.5007,10.5634,89.4366,5254,4699,3312571,3221499
8,35.9846,40.9846,5,5.0.0.2,2921.4,898.147,898.147,7.61118,0.613386,69.2795,30.7205,1735,533,1825874,561342
9,40.9846,45.9846,5,1.0.0.2,5097.04,4798.82,4798.82,15.6247,1.74252,11.8849,88.1151,5385,4745,3185653,2999260
