round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,17:57:18,18:04:38,440.044
2,6,11,5,18:04:38,18:12:26,468.194
3,11,15.9846,4.98457,18:12:26,18:20:11,464.369
4,15.9846,20.9846,5,18:20:11,18:28:19,487.859
5,20.9846,25.9846,5,18:28:19,18:36:02,463.303
6,25.9846,30.9846,5,18:36:02,18:43:22,439.749
7,30.9846,35.9846,5,18:43:22,18:50:31,429.199
8,35.9846,40.9846,5,18:50:31,18:57:11,400.514
9,40.9846,45.9846,5,18:57:11,19:04:06,414.972
10,45.9846,50.9846,5,19:04:06,19:10:17,371.173
11,50.9846,55.9846,5,19:10:17,19:17:18,421.024
12,55.9846,60.3981,4.4135,19:17:18,19:23:48,389.867
13,60.3981,64.3486,3.9505,19:23:48,19:29:46,357.529
14,64.3486,69.3486,5,19:29:46,19:36:41,414.655
15,69.3486,74.3486,5,19:36:41,19:43:21,400.857
16,74.3486,79.3486,5,19:43:21,19:50:38,436.92
17,79.3486,84.3486,5,19:50:38,19:57:58,440.168
18,84.3486,89.3486,5,19:57:58,20:04:52,413.343
19,89.3486,94.3486,5,20:04:52,20:11:09,376.876
20,94.3486,99.3486,5,20:11:09,20:18:06,417.227
21,99.3486,104.349,5,20:18:06,20:24:59,412.628
22,104.349,109.349,5,20:24:59,20:31:40,401.283
23,109.349,114.349,5,20:31:40,20:38:56,435.898
24,114.349,119.349,5,20:38:56,20:45:21,384.895
25,119.349,124.349,5,20:45:21,20:51:38,377.486
26,124.349,129.349,5,20:51:38,20:58:20,401.603
27,129.349,134.349,5,20:58:20,21:04:19,359.563
28,134.349,138.741,4.3925,21:04:19,21:10:38,379.077
29,138.741,143.741,5,21:10:38,21:17:09,390.237
30,143.741,147.641,3.8995,21:17:09,21:22:53,344.411
31,147.641,152.641,5,21:22:53,21:29:22,388.922
32,152.641,157.641,5,21:29:22,21:36:30,428.006
33,157.641,162.641,5,21:36:30,21:42:21,350.629
34,162.641,167.158,4.5175,21:42:21,21:48:52,391.877
35,167.158,172.158,5,21:48:52,21:55:36,403.481
36,172.158,177.158,5,21:55:36,22:01:25,349.071
37,177.158,182.158,5,22:01:25,22:07:54,389.483
38,182.158,187.158,5,22:07:54,22:14:58,423.937
39,187.158,192.158,5,22:14:58,22:21:22,383.499
40,192.158,197.158,5,22:21:22,22:27:42,379.741
41,197.158,202.158,5,22:27:42,22:34:16,393.841
42,202.158,207.158,5,22:34:16,22:40:21,365.791
43,207.158,212.158,5,22:40:21,22:46:13,351.992
44,212.158,216.954,4.796,22:46:13,22:52:55,401.808
45,216.954,221.954,5,22:52:55,22:58:38,342.97
46,221.954,226.954,5,22:58:38,23:05:10,391.79
47,226.954,231.428,4.4735,23:05:10,23:11:26,376.369
48,231.428,236.428,5,23:11:26,23:17:21,354.801
49,236.428,241.428,5,23:17:21,23:23:34,372.945
50,241.428,246.428,5,23:23:34,23:30:29,415.121
51,246.428,251.428,5,23:30:29,23:36:46,377.312
52,251.428,256.428,5,23:36:46,23:42:50,363.692
53,256.428,261.428,5,23:42:50,23:49:52,421.753
54,261.428,266.428,5,23:49:52,23:55:50,358.032
55,266.428,271.428,5,23:55:50,00:01:56,366.08
56,271.428,276.194,4.76597,00:01:56,00:08:40,403.89
57,276.194,281.194,5,00:08:40,00:14:42,362.061
58,281.194,286.194,5,00:14:42,00:21:07,384.85
59,286.194,291.194,5,00:21:07,00:27:29,382.508
60,291.194,296.194,5,00:27:29,00:33:55,385.316
61,296.194,301.194,5,00:33:55,00:40:13,378.736
62,301.194,306.194,5,00:40:13,00:47:03,409.922
63,306.194,310.866,4.6725,00:47:03,00:53:37,393.985
64,310.866,315.866,5,00:53:37,00:59:39,361.844
65,315.866,320.866,5,00:59:39,01:05:30,350.893
66,320.866,325.866,5,01:05:30,01:11:05,335.473
67,325.866,330.866,5,01:11:05,01:16:55,349.31
68,330.866,334.654,3.78754,01:16:55,01:22:16,320.777
69,334.654,339.654,5,01:22:16,01:28:06,350.709
70,339.654,344.654,5,01:28:06,01:34:29,382.536
71,344.654,349.654,5,01:34:29,01:40:19,350.573
72,349.654,354.654,5,01:40:19,01:46:29,369.14
73,354.654,359.654,5,01:46:29,01:52:35,366.521
74,359.654,364.654,5,01:52:35,01:58:24,348.458
75,364.654,369.654,5,01:58:24,02:05:20,416.061
76,369.654,374.654,5,02:05:20,02:11:17,357.481
77,374.654,379.654,5,02:11:17,02:18:00,403.112
78,379.654,384.654,5,02:18:00,02:24:10,370.279
79,384.654,389.654,5,02:24:10,02:30:23,372.881
80,389.654,394.654,5,02:30:23,02:36:50,386.225
81,394.654,399.654,5,02:36:50,02:42:34,344.788
82,399.654,404.654,5,02:42:34,02:47:54,319.988
83,404.654,409.654,5,02:47:54,02:54:17,382.243
84,409.654,414.654,5,02:54:17,03:00:32,375.287
85,414.654,419.654,5,03:00:32,03:06:47,375.637
86,419.654,424.654,5,03:06:47,03:12:05,317.558
87,424.654,429.654,5,03:12:05,03:18:20,374.522
88,429.654,434.654,5,03:18:20,03:23:53,333.723
89,434.654,439.654,5,03:23:53,03:29:22,328.23
90,439.654,444.654,5,03:29:22,03:35:34,372.021
91,444.654,449.654,5,03:35:34,03:41:46,372.586
92,449.654,453.736,4.08246,03:41:46,03:47:38,352.251
93,453.736,456.973,3.237,03:47:38,03:52:24,285.489
94,456.973,461.973,5,03:52:24,03:58:01,337.106
95,461.973,466.973,5,03:58:01,04:03:44,342.826
96,466.973,471.973,5,04:03:44,04:09:40,356.445
97,471.973,476.973,5,04:09:40,04:15:25,345.082
98,476.973,481.973,5,04:15:25,04:21:57,391.869
99,481.973,486.973,5,04:21:57,04:27:47,349.338
100,486.973,491.973,5,04:27:47,04:33:39,352.785
