round,ids
1,33;83;51
2,116;137;9;80;87;58
3,149;9;131;83;61;4
4,26;149;44;116;87;144
5,61;149;58;8;72
6,149;81;131;33
7,8;149;61;44;42;135
8,51;134;148;7;94
9,134;148;9;61;62
10,116;51;141;81;138
11,143;7;130;58;71;144
12,148;130;144;44;33
13,7;9;51;71;116;23
14,51;116;27;144;137
15,7;131;141;72
16,62;141;44;26;58;64
17,107;12;134;137;135
18,47;87;9;144;97;64
19,130;9;51;134;33;143
20,44;72;131
21,107;148;72;134;61;143
22,148;143;131;130;83
23,64;143;7;61;58;50
24,83;9;51;131;137
25,26;87;9;61;144;107
26,33;87;44;94;39
27,135;143;131;130;26;83
28,12;130;87;44;4
29,131;107;125;72
30,134;4;143;71
31,130;42;135;61;10
32,65;134;139;44
33,8;122;125;12;137
34,42;9;102;146;143
35,107;27;148;97;83;65
36,61;135;87;149;12;26
37,58;149;134;131;97
38,58;81;116;87;9
39,112;144;51
40,12;26;116
41,143;10;7;137;87
42,137;130;131
43,137;8;83;26;27
44,138;130;134;144;135
45,33;75;9;143;39
46,144;134;112;149
47,44;130;33;12;137
48,130;58;72;7;135
49,14;42;7;61;63
50,7;61;27;143;12;116
51,12;135;149;72
52,144;12;130;131;8;87
53,87;130;12;51;83
54,131;116;42;149;7
55,58;83;4;61;143
56,50;26;1;89
57,139;50;81;12;107
58,144;9;87;148;72;135
59,134;130;143;39
60,116;4;107;81;8
61,4;51;148;144;137
62,137;8;33
63,83;9;51;12;87;134
64,44;130;131;107
65,143;107;134;42;138
66,87;72;130;12;131
67,8;4;72;134;26
68,72;131;107;42;9
69,116;42;137;149;8;33
70,42;116;144;51
71,130;87;131;27;44
72,25;112;33;102
73,137;12;33;8;148;134
74,134;87;131;137
75,83;72;7;139;42;137
76,131;42;134;148
77,116;134;44;112;138;81
78,87;12;131;9;10
79,44;83;4;61
80,144;51;107;148;33
81,8;9;97;10;72
82,139;149;44;51;27
83,33;137;83;131;61
84,144;33;112;7
85,87;144;131;149;72
86,9;39;12;42;116;58
87,130;102;110;7;26;69
88,9;102;42
89,137;4;143
90,87;33;72;12
91,131;134;149;42;83
92,8;134;47;130;44
93,130;131;4;61
94,7;61;143;42
95,51;58;149;26;12
96,148;144;27
97,134;4;149;58
98,42;138;87;8
99,134;26;42;138
100,26;134;8;61;143;144
