round,total_ul_rbg
1,61832
2,49501
3,46932
4,47037
5,52875
6,50681
7,39205
8,41506
9,34540
10,33446
11,24592
12,33099
13,32551
14,34746
15,32632
16,28983
17,34151
18,30892
19,23881
20,35448
21,26920
22,32596
23,26901
24,35427
25,24264
26,34546
27,24907
28,33255
29,34337
30,33167
31,34010
32,33044
33,32863
34,33772
35,28448
36,24687
37,33826
38,32439
39,34339
40,33059
41,33350
42,31804
43,33944
44,33292
45,34356
46,32985
47,33012
48,32963
49,34301
50,24106
51,33795
52,22017
53,34825
54,32923
55,31426
56,34955
57,33249
58,28867
59,32551
60,32534
61,32749
62,34077
63,21862
64,33995
65,32445
66,33202
67,32494
68,32651
69,23711
70,31883
71,32391
72,34255
73,25070
74,33769
75,30534
76,32259
77,28143
78,33165
79,32110
80,31464
81,34198
82,32893
83,33059
84,33108
85,33217
86,24758
87,23567
88,32903
89,31472
90,32235
91,33231
92,32147
93,32908
94,36290
95,32034
96,31819
97,31806
98,31118
99,30502
100,24894
