round,total_tbSize
1,4065855
2,6063445
3,5087407
4,5157887
5,4319957
6,3958335
7,5259172
8,4374823
9,5645503
10,5561537
11,5472733
12,4428063
13,5675850
14,5710209
15,3612032
16,5658962
17,5975379
18,5524115
19,5065027
20,3620400
21,5382777
22,4168396
23,5108691
24,5105838
25,5104074
26,4654805
27,5417160
28,4128748
29,3717676
30,3945703
31,5365040
32,4163839
33,5194277
34,4840021
35,5799104
36,5143712
37,4581732
38,4767680
39,4601940
40,4342257
41,4853122
42,2475419
43,5647985
44,4689320
45,4886697
46,4431104
47,4523511
48,4766084
49,5476350
50,4940389
51,3523795
52,4909212
53,5020351
54,4104602
55,4018538
56,4469018
57,4665661
58,5582913
59,3643759
60,4797542
61,4232786
62,3460475
63,4927285
64,4542292
65,4161948
66,4594543
67,4248574
68,4115728
69,4999950
70,3283989
71,4040941
72,4739959
73,5083925
74,3808149
75,5809126
76,3320316
77,5533953
78,4431590
79,3294885
80,4057931
81,5152657
82,4591359
83,4171191
84,3394254
85,4505274
86,5334458
87,5007147
88,2645588
89,2516872
90,3263788
91,4430098
92,4161684
93,3263601
94,5293202
95,4109819
96,2463006
97,3371011
98,3232240
99,3419732
100,5083757
