round,success_count
1,3
2,6
3,6
4,6
5,5
6,4
7,6
8,5
9,5
10,5
11,6
12,5
13,6
14,5
15,4
16,6
17,5
18,6
19,6
20,3
21,6
22,5
23,6
24,5
25,6
26,5
27,6
28,5
29,4
30,4
31,5
32,4
33,5
34,5
35,6
36,6
37,5
38,5
39,3
40,3
41,5
42,3
43,5
44,5
45,5
46,4
47,5
48,5
49,5
50,6
51,4
52,6
53,5
54,5
55,5
56,4
57,5
58,6
59,4
60,5
61,5
62,3
63,6
64,4
65,5
66,5
67,5
68,5
69,6
70,4
71,5
72,4
73,6
74,4
75,6
76,4
77,6
78,5
79,4
80,5
81,5
82,5
83,5
84,4
85,5
86,6
87,6
88,3
89,3
90,4
91,5
92,5
93,4
94,4
95,5
96,3
97,4
98,4
99,4
100,6
