round,ndi0_count,ndi1_count
1,17,6472
2,117,6328
3,340,6023
4,122,8370
5,201,6700
6,72,6916
7,131,2338
8,141,5517
9,272,4872
10,293,5620
11,87,7981
12,293,5628
13,135,7386
14,160,4218
15,344,3462
16,273,3003
17,172,6026
18,162,7569
19,97,5981
20,0,7584
21,73,5068
22,56,5221
23,190,3970
24,30,3490
25,32,5530
26,354,2887
27,161,5896
28,38,4910
29,64,3309
30,160,7683
31,254,5472
32,10,7893
33,0,7708
34,0,5444
35,151,6596
36,339,7323
37,327,5818
38,151,3218
39,150,4300
40,26,3913
41,236,4904
42,141,5086
43,87,6602
44,28,5700
45,189,9565
46,12,7597
47,0,4853
48,44,3965
49,241,5836
50,0,4835
51,1,4645
52,199,7081
53,226,6175
54,520,6895
55,46,6714
56,118,6407
57,10,5298
58,204,6371
59,1,3999
60,71,2618
61,5,7512
62,186,5799
63,27,6794
64,4,3734
65,13,3457
66,188,6299
67,0,5506
68,12,5584
69,122,5869
70,160,4945
71,20,6000
72,427,4612
73,143,7008
74,42,6737
75,88,3772
76,173,4669
77,334,7257
78,9,5357
79,124,3148
80,59,5767
81,132,6463
82,233,6808
83,11,4987
84,321,4256
85,290,4635
86,123,3004
87,272,7008
88,387,2960
89,18,5494
90,4,6673
91,0,7757
92,2,5282
93,136,7854
94,85,3010
95,0,5633
96,43,5660
97,284,5071
98,2,3774
99,14,5261
100,273,5349
