round,ids
1,1.35107;3.75157;3.76403;4.15553;4.16557;4.36157
2,1.373;3.645;4.461;4.5;4.6555
3,2.6145;2.967;4.8131
4,3.758;4.6705;4.6855;4.76;4.76
5,1.898;1.9855;4.419;4.523
6,1.356;3.67246;4.255;4.589;4.5935;4.7585
7,2.0065;2.0515
8,1.8265;1.83;3.6485;3.68746;3.8095
9,2.9145;3.79946;4.2065;4.3885
10,3.1625;3.729;3.826;3.8965;3.941
11,1.79946;1.79946;3.99296;4.0185;4.031;4.201
12,1.187;3.17196;3.682;3.86;4.483
13,2.23;2.4875;2.676;4.5235;4.603;4.6385
14,1.5155;3.035;3.1585;3.611;4.045
15,3.226;4.3055;4.4225
16,1.8275;3.5985;3.63247
17,1.45;2.6185;3.994;4.0025;4.05996
18,1.20746;3.052;3.74996;3.74997;3.8945;3.95601
19,1.50899;1.62599;3.52849;3.54149;3.75399;3.97346
20,2.2085;2.336;2.37154;4.10304;4.106;4.17154
21,1.929;1.9995;3.5745;3.60446;3.70646
22,2.1855;2.3175;2.39196;3.56897;3.5725
23,1.16497;3.086;3.1825;4.596
24,1.693;1.734;2.78746;2.872
25,1.1055;3.1005;3.1005;3.36;3.3875
26,1.726;4.22846;4.8135
27,1.81696;1.8405;3.4125;3.4975;3.724
28,1.1745;3.026;3.03;3.1995;3.666
29,1.4555;2.2625;2.695;2.695
30,1.6855;3.177;4.0545;4.06996;4.14596;4.14597
31,2.5095;2.88304;3.10103;4.31503
32,1.19053;3.13003;3.77253;3.77254;3.91503;3.91504
33,1.1985;3.065;3.7425;3.743;3.86;3.861
34,1.69347;1.7945;3.499;3.499;3.5435
35,1.156;3.085;3.706;3.745;3.839;4.34097
36,1.62304;1.68054;4.04253;4.08;4.16;4.27003
37,1.7175;1.7845;3.97047;4.04;4.824
38,1.767;1.92051;2.85447;2.9975
39,1.5515;2.1965;3.2905;3.3945;3.711
40,1.164;2.86297;3.21346;3.2295
41,2.155;2.245;2.346
42,1.63796;2.684;3.3965;3.56646;3.56647
43,2.323;2.3495;2.4215;4.02396;4.02397
44,1.17;2.944;2.96;3.20296;3.20297
45,3.0475;3.2775;3.2815;3.282;3.2905
46,1.13946;2.7785;3.3895;3.41;3.5355;3.5465
47,1.7535;2.044;2.05;3.153;3.153
48,1.876;2.2525;2.30747;2.389
49,1.5595;1.674;3.11697;3.126;3.3205
50,1.3385;1.56597;3.03247;3.0345;3.10147
51,1.7135;2.11;2.11647;3.268;3.2825
52,2.43097;2.4565;3.0065;4.1205;4.12197;4.1605
53,1.595;1.688;3.396;3.412;3.574;4.644
54,1.698;1.73247;3.864;4.1135;4.771;4.8725
55,1.53946;1.61147;3.358;3.445;3.604;3.608
56,1.4335;1.574;3.5845;3.833;3.842;3.9725
57,2.04596;2.1105;2.165;3.1535;3.1535
58,2.0055;2.204;2.263;3.812;4.0325;4.2295
59,1.095;2.5015;2.5155;2.5875
60,1.3315;1.531;2.532;3.828
61,1.10697;2.702;3.3185;3.3185;3.464;3.464
62,1.103;2.897;3.1855;3.195;3.26496
63,1.683;1.731;3.3705;3.7355;3.777;3.7815
64,1.093;2.4315;2.436;2.533
65,1.685;1.6875;2.5875;2.5875
66,1.41646;1.63296;3.339;3.339;3.52496;4.677
67,2.1315;2.18046;2.198;3.2265;3.227
68,1.121;2.8415;2.8555;3.1;3.1005
69,1.50397;1.638;3.2535;3.485;3.581;3.94296
70,1.61104;1.63354;3.03054;3.04453;4.3015
71,1.567;1.658;3.34304;3.34354;3.49204;3.93604
72,1.5445;3.35746;3.43446;3.7335
73,1.54346;2.3565;3.564;3.564;3.7955;3.7965
74,2.113;2.2465;2.28496;3.70797;3.865;4.0025
75,1.5075;1.676;3.29447;3.365
76,1.13;2.87246;2.87247;2.9455
77,1.137;3.4905;3.494;3.514
78,2.1005;2.22396;2.24496;3.2965;3.2965
79,1.126;2.34396;2.3855;3.7385
80,2.0355;2.147;2.1715;3.1805;3.5325;3.712
81,1.5895;2.08051;3.4235;3.496;3.72;3.73746
82,1.50654;3.33254;3.335;3.64354;3.65854;4.0555
83,1.45354;1.62154;3.24404;3.39304;3.39404
84,2.75454;2.76904;2.77004;3.09554
85,2.0175;2.43053;3.01254;3.0975;3.64254
86,1.10654;2.46654;2.46804
87,1.9265;2.23904;2.79154;3.89104;4.07954;4.09953
88,2.40547;2.747;4.8875
89,1.6615;1.685;3.1555;3.1555;3.1905
90,1.9715;2.117;2.1365;3.5515;3.732;3.732
91,1.134;2.8435;3.4805;3.524;3.5855;3.594
92,1.61046;1.6755;3.10046;3.103;3.185
93,1.1175;2.7615;3.465;3.465;3.5515;3.6005
94,1.075;2.3995;2.4405;2.8695
95,1.081;2.78446;2.78447;3.046;3.046
96,1.1025;2.81196;3.07296;3.0865;3.107
97,1.2465;3.1495;3.2175;4.1315;4.82
98,1.13196;2.5505;2.57;2.6635
99,1.93597;2.13996;2.148;3.213;3.2235
100,1.5695;1.6225;3.3145;3.59147;4.0115
