round,total_ul_rbg
1,56393
2,49816
3,55271
4,58457
5,60302
6,59346
7,22794
8,48835
9,48582
10,51553
11,55874
12,61189
13,64407
14,55870
15,36490
16,36388
17,51906
18,57055
19,56784
20,57705
21,47698
22,49292
23,40780
24,38475
25,46054
26,39638
27,61641
28,49639
29,41381
30,58803
31,55679
32,58072
33,55398
34,46338
35,61084
36,59077
37,56789
38,39969
39,51534
40,37329
41,50358
42,54745
43,49554
44,45322
45,56428
46,55091
47,46713
48,37754
49,56360
50,46354
51,46981
52,59467
53,60835
54,66466
55,55378
56,58585
57,46947
58,59915
59,36237
60,40715
61,54879
62,47493
63,56688
64,36348
65,36715
66,59160
67,47053
68,45167
69,59495
70,52286
71,58690
72,50259
73,60890
74,57636
75,40490
76,47984
77,58677
78,47975
79,42922
80,59403
81,58227
82,59036
83,47747
84,39555
85,56989
86,29596
87,69134
88,39991
89,46626
90,56637
91,55263
92,46096
93,57265
94,39916
95,45199
96,46010
97,56173
98,36505
99,47787
100,53893
