round,total_tbSize
1,5014206
2,4515219
3,5036680
4,5257823
5,5460230
6,5265174
7,2104289
8,4326226
9,4495154
10,5034837
11,5005398
12,5512466
13,5823434
14,5217615
15,3342508
16,3327808
17,4820299
18,5116419
19,5123423
20,5149408
21,4307888
22,4437399
23,3815156
24,3444988
25,4126693
26,3846089
27,5581539
28,4450632
29,3778387
30,5413175
31,5203306
32,5194341
33,4945374
34,4143694
35,5465565
36,5717365
37,5160104
38,3638745
39,4708673
40,3329367
41,4939051
42,5082839
43,4388464
44,4074525
45,5178779
46,4929598
47,4183909
48,3384728
49,5387656
50,4141537
51,4200468
52,5414765
53,5643035
54,6438304
55,4982604
56,5251881
57,4207276
58,5476366
59,3242325
60,3653319
61,4899959
62,4237266
63,5081224
64,3252718
65,3275110
66,5418031
67,4202359
68,4053097
69,5302360
70,4788688
71,5256155
72,4836450
73,5617763
74,5169306
75,3691792
76,4577741
77,5399723
78,4312020
79,4038238
80,5324614
81,5324866
82,5525595
83,4278404
84,4217002
85,5381539
86,2700159
87,6401399
88,4112376
89,4170829
90,5070620
91,4943015
92,4130758
93,5084620
94,3620963
95,4031202
96,4121986
97,5229107
98,3264831
99,4275722
100,4901904
