round,avg_ul_mcs
1,27.8362
2,27.8355
3,27.7756
4,27.7518
5,27.8702
6,27.7531
7,27.0466
8,27.8206
9,27.4452
10,27.7367
11,27.8958
12,27.6948
13,27.7827
14,27.773
15,26.6035
16,27.0397
17,27.7599
18,27.8313
19,27.8541
20,27.8328
21,27.8411
22,27.7173
23,27.5406
24,27.7349
25,27.7629
26,27.2641
27,27.6961
28,27.7989
29,27.82
30,27.7776
31,27.8275
32,27.8579
33,27.8983
34,27.8714
35,27.8184
36,27.9015
37,27.5969
38,27.7237
39,27.6892
40,27.7565
41,27.7589
42,27.735
43,27.7668
44,27.7847
45,27.814
46,27.8879
47,27.8846
48,27.7433
49,27.6622
50,27.7959
51,27.8192
52,27.7019
53,27.8021
54,27.8111
55,27.855
56,27.7595
57,27.8734
58,27.8409
59,27.832
60,27.3797
61,27.8102
62,27.8172
63,27.849
64,27.7715
65,27.6637
66,27.8042
67,27.7966
68,27.7988
69,27.8025
70,27.5446
71,27.8369
72,27.6204
73,27.8546
74,27.8761
75,27.7547
76,27.7266
77,27.771
78,27.8955
79,27.6219
80,27.7101
81,27.861
82,27.8382
83,27.8431
84,27.7868
85,27.6916
86,27.6089
87,27.7655
88,27.5106
89,27.8222
90,27.8739
91,27.9098
92,27.894
93,27.8773
94,27.6375
95,27.7985
96,27.8036
97,27.5294
98,27.8146
99,27.7814
100,27.6238
