round,total_ul_rbg
1,44066
2,51075
3,52580
4,51835
5,51743
6,48385
7,45001
8,40225
9,42137
10,37421
11,29381
12,36648
13,33629
14,37215
15,35768
16,35977
17,36077
18,27551
19,28549
20,29271
21,34905
22,35085
23,35624
24,33672
25,34236
26,37723
27,36069
28,34809
29,34995
30,29578
31,37634
32,26755
33,28186
34,35006
35,30981
36,32097
37,35821
38,34903
39,35642
40,34870
41,38324
42,36691
43,34652
44,26646
45,25594
46,18481
47,26483
48,25389
49,27889
50,26411
51,26656
52,22852
53,25802
54,28308
55,18651
56,22432
57,26402
58,23415
59,25581
60,27322
61,17396
62,26363
63,19841
64,26129
65,25747
66,25610
67,25247
68,25666
69,20968
70,27001
71,21078
72,27529
73,19866
74,21660
75,26312
76,26023
77,26972
78,26444
79,26848
80,20868
81,19928
82,22157
83,25944
84,28475
85,27686
86,25357
87,22743
88,27905
89,25990
90,19161
91,19261
92,26320
93,18609
94,25248
95,24906
96,25669
97,26663
98,25555
99,26286
100,26214
