round,ids
1,134;144;44;7;9;58
2,2;12;143;26;149
3,9;26;64
4,61;87;94;138;143
5,12;143;51;116
6,9;149;83;81;27;58
7,143;80
8,72;130;64;51;42
9,83;47;149;61
10,27;87;138;107;61
11,9;12;148;26;51;143
12,116;61;64;137;8
13,42;64;61;10;4;23
14,64;144;137;130;61
15,13;21;146
16,149;130;146
17,4;149;72;80;87
18,26;8;130;94;27;148
19,33;148;68;87;64;44
20,87;71;33;72;51;4
21,71;47;42;7;80
22,68;71;130;27;137
23,102;116;50;2
24,134;137;33;107
25,64;143;12;9;7
26,51;8;58
27,62;143;134;12;44
28,8;138;64;81;9
29,94;8;65;130
30,9;8;27;137;44;131
31,62;12;44;130
32,72;9;87;33;143;144
33,87;4;131;134;42;137
34,143;42;144;51;7
35,83;12;62;68;26;149
36,12;83;139;81;42;8
37,68;138;71;134;111
38,68;61;65;139
39,131;149;87;8;44
40,87;137;116;80
41,137;27;116
42,27;61;143;42;131
43,144;42;143;12;71
44,148;44;131;4;8
45,134;94;9;83;80
46,137;26;130;68;44;42
47,71;68;42;134;12
48,64;102;80;42
49,149;102;144;26;71
50,131;71;62;27;72
51,80;62;72;134;33
52,134;33;58;83;51;27
53,94;134;12;144;10;2
54,83;116;137;8;149;148
55,33;116;134;130;87;71
56,148;134;58;10;9;26
57,72;26;134;62;144
58,42;144;26;143;137;107
59,134;72;138;80
60,13;72;26;106
61,51;4;62;87;137;9
62,130;83;27;10;58
63,107;138;69;62;80;87
64,51;134;65;116
65,102;13;145;44
66,80;44;134;94;72;148
67,71;12;62;137;27
68,44;94;10;9;7
69,134;44;137;72;51;8
70,9;143;80;65;2
71,72;143;87;62;144;26
72,144;83;58;148
73,68;148;42;87;27;10
74,134;7;27;12;137;72
75,9;27;71;94
76,4;83;65;10
77,71;131;130;144
78,44;131;144;87;33
79,33;65;12;107
80,131;137;80;64;58;7
81,149;148;134;87;33;12
82,68;130;131;65;27;50
83,116;130;71;87;51
84,107;27;134;26
85,130;26;148;137;149
86,44;87;80
87,51;44;148;143;134;27
88,44;122;107
89,83;137;138;64;144
90,144;64;71;10;143;94
91,71;12;62;116;134;137
92,12;134;149;72;9
93,72;33;94;64;42;44
94,87;68;80;58
95,68;27;51;4;72
96,44;94;9;26;42
97,143;130;65;107;50
98,12;87;68;81
99,27;9;87;4;149
100,65;64;42;130;10
