round,ndi0_count,ndi1_count
1,17,8714
2,64,7999
3,12,7736
4,66,6763
5,8,8199
6,3,7646
7,121,7638
8,278,5252
9,220,6240
10,238,5847
11,159,6505
12,14,6692
13,147,5662
14,57,7486
15,306,6392
16,175,2604
17,69,6895
18,14,7613
19,171,4165
20,73,7257
21,94,5867
22,2,5607
23,93,4203
24,296,8028
25,135,6101
26,4,4790
27,360,3971
28,282,5321
29,55,7823
30,424,4844
31,155,7072
32,216,4149
33,319,5791
34,255,6982
35,0,5655
36,203,4351
37,427,3972
38,169,5175
39,94,4558
40,89,3192
41,152,3275
42,135,2539
43,386,6560
44,147,5300
45,197,4125
46,281,4856
47,43,7319
48,101,6091
49,140,5676
50,0,947
51,145,4843
52,27,4023
53,135,6184
54,77,7018
55,108,6789
56,165,4860
57,76,7350
58,285,6179
59,114,4504
60,21,5654
61,138,7964
62,192,2321
63,334,4019
64,1,7734
65,213,4586
66,114,4981
67,65,4990
68,7,3083
69,6,6736
70,0,1685
71,0,2996
72,186,4007
73,371,5510
74,1,2924
75,200,4633
76,4,6059
77,72,4981
78,28,5063
79,181,3645
80,0,3893
81,14,6296
82,253,3282
83,96,4262
84,29,3001
85,1,3828
86,143,3995
87,66,5274
88,4,4036
89,85,7294
90,1,6412
91,64,2647
92,89,3147
93,10,913
94,232,4482
95,1,5579
96,22,2070
97,261,4938
98,130,2287
99,48,4174
100,11,4883
