round,count
1,8731
2,8063
3,7748
4,6829
5,8207
6,7649
7,7759
8,5530
9,6460
10,6085
11,6664
12,6706
13,5809
14,7543
15,6698
16,2779
17,6964
18,7627
19,4336
20,7330
21,5961
22,5609
23,4296
24,8324
25,6236
26,4794
27,4331
28,5603
29,7878
30,5268
31,7227
32,4365
33,6110
34,7237
35,5655
36,4554
37,4399
38,5344
39,4652
40,3281
41,3427
42,2674
43,6946
44,5447
45,4322
46,5137
47,7362
48,6192
49,5816
50,947
51,4988
52,4050
53,6319
54,7095
55,6897
56,5025
57,7426
58,6464
59,4618
60,5675
61,8102
62,2513
63,4353
64,7735
65,4799
66,5095
67,5055
68,3090
69,6742
70,1685
71,2996
72,4193
73,5881
74,2925
75,4833
76,6063
77,5053
78,5091
79,3826
80,3893
81,6310
82,3535
83,4358
84,3030
85,3829
86,4138
87,5340
88,4040
89,7379
90,6413
91,2711
92,3236
93,923
94,4714
95,5580
96,2092
97,5199
98,2417
99,4222
100,4894
