round,ids
1,1.52007;3.73307;4.53903;4.53903;4.57607;4.57657
2,2.8325;3.0925;3.0925;3.0945;4.3655;4.36746
3,1.18904;2.95104;3.65;3.76304;3.7745;3.77554
4,1.9835;2.15896;2.182;3.8255;3.8495;4.862
5,1.123;2.8305;3.574;3.574;3.5875;3.588
6,1.134;2.7905;3.4595;3.4715;3.555;3.559
7,1.135;2.83996;3.4575;3.4575;3.6235;4.57696
8,2.51704;2.52704;4.16204;4.1895
9,1.57653;3.35004;3.6435;3.6435;4.07303;4.24704
10,1.155;3.38246;3.7775;3.84597
11,2.1715;2.24046;2.26096;3.7135;3.7285
12,1.68196;1.686;3.222;3.6825;3.7045;3.724
13,1.69196;1.8855;3.3885;3.534;3.624
14,1.16996;2.7865;3.406;3.406;3.5445;3.66246
15,2.13504;2.18554;3.59454;3.70154;4.06404
16,1.48;3.66354
17,1.1475;2.84;3.43704;3.44;3.44754;3.90154
18,2.362;2.3825;2.4035;3.926;3.926;3.96546
19,1.76504;1.8865;2.9515;2.952;3.41604
20,1.55354;2.69604;3.676;3.676;3.77903;3.77903
21,1.492;3.03497;3.2845;3.66;3.68146;3.862
22,1.12746;2.84196;2.84197;3.1015;3.1015
23,1.327;1.538;2.996;3.08;4.11846
24,1.1335;2.8405;3.6595;3.673;3.6895;3.8105
25,2.1975;2.2015;2.2485;3.377;3.377
26,1.36497;1.5765;3.17;3.2635;3.28
27,1.49897;2.542;3.1995;3.4515
28,2.7585;3.2325;3.2355;3.313;3.572
29,1.126;2.84297;3.585;3.5855;3.604;3.605
30,1.8535;3.2005;3.588;4.07647;4.3695
31,1.5745;1.6405;3.6605;3.926;3.9405;4.859
32,2.46496;2.4675;2.514;3.5635
33,2.32046;2.398;3.91846;3.962
34,2.7015;2.799;2.82846;2.961;3.9635
35,1.1835;2.89846;2.9145;3.1585;3.1585
36,1.5945;3.3305;3.366;3.7055;4.071
37,2.08196;2.421;3.211;3.8015
38,1.5925;1.9655;3.619;3.629;3.718
39,1.75297;2.02996;2.4035;3.35897;3.374
40,1.11197;2.548;2.7015;3.28396
41,1.53096;2.528;2.529;3.319
42,1.8945;2.096;2.133
43,3.4485;3.4695;3.7;4.56746;4.922
44,1.6695;1.69296;3.229;3.229;3.3785
45,1.5845;1.6025;3.0975;3.653
46,1.5755;1.7045;3.856;4.2825;4.2835
47,1.5705;1.672;3.798;3.798;3.84046;3.841
48,1.781;3.0925;3.0925;3.2635;3.2635
49,1.94297;2.056;3.6295;3.63247;4.3625
50,1.21147;1.44597
51,1.1175;2.8175;2.8185;4.166
52,1.86297;2.2835;2.335;2.4075
53,1.09646;2.7965;3.36147;3.38296;3.433
54,1.19;3.27347;3.27347;3.3065;3.3725
55,2.736;2.7415;2.7645;3.47047;3.864;3.8665
56,2.01;2.106;3.267;3.2795;3.983
57,1.649;2.8075;3.342;3.5695;3.57446;3.5925
58,1.0965;2.8315;3.367;3.3705;4.261;4.357
59,1.17246;2.77946;2.77996;2.901
60,1.21396;2.9295;2.9325;3.2375;3.24096
61,2.6325;2.851;2.899;2.899;4.18146;4.382
62,2.34846;2.5865;2.977
63,1.654;2.0645;3.2095;4.2805
64,1.1215;2.832;3.4715;3.472;3.58546;3.58546
65,1.67104;2.35453;3.21904;3.3725;3.45003
66,1.4055;3.05304;3.05503;3.06903;4.88003
67,1.10553;2.57554;2.90954;2.94603;4.23703
68,1.874;2.1995;2.21203
69,2.02054;2.21953;2.24103;3.64104;3.79503;3.79553
70,1.272;1.56;1.73496
71,1.628;1.732;2.52296;2.69
72,1.1215;2.633;2.7615;2.766
73,1.729;3.288;3.2915;3.3695
74,1.233;1.4415;2.3505;2.367
75,1.4715;1.761;3.2315;3.25496;3.27646
76,1.10846;2.774;2.8955;2.9135;2.91696
77,1.0485;2.6285;2.79;2.82297;3.1505
78,1.518;1.5425;2.87146;2.87147;2.925
79,1.975;2.129;2.1665;4.726
80,1.031;2.3105;2.327;2.39996
81,1.5425;1.5835;3.1355;3.13746;3.205;3.58646
82,1.60354;2.16804;2.30304;2.63553
83,1.74404;1.79804;2.47504;2.88304;2.88804
84,1.25304;1.70704;2.21904;2.21904
85,1.09254;2.33354;2.3485;2.406
86,1.04804;2.4605;2.62204;3.039
87,1.99054;2.521;2.52953;2.629;3.74104
88,1.04504;2.35404;2.3565;2.39454
89,1.11354;2.64154;3.26054;3.26204;3.32354;3.47953
90,1.93797;1.9885;2.079;3.31;3.503;3.505
91,1.56596;2.63996;3.7115
92,1.332;2.298;2.3115;2.47346
93,1.0695;1.30646
94,1.52497;1.54696;2.6815;2.73446;4.762
95,1.0805;2.6805;2.681;2.88896;2.88897
96,1.00746;1.97996;2.0625
97,2.0365;2.0895;3.1455;3.5265;4.587
98,1.469;1.7865;2.716
99,1.249;1.425;2.6785;2.6785;3.2435
100,1.3765;1.5305;2.83;2.844;2.943
