round,ids
1,8;144;130;143;72;51
2,134;84;62;112;21;4
3,149;10;83;137;44;26
4,148;61;44;144;23;12
5,71;10;134;131;149;87
6,4;7;143;81;116;68
7,72;61;139;134;23;12
8,134;12;94;3
9,62;116;4;144;12;72
10,68;33;134;39
11,143;116;149;62;131
12,71;4;130;107;144;61
13,4;80;83;42;131
14,42;12;116;137;62;26
15,87;116;139;10;8
16,33;58
17,44;61;149;143;23;137
18,94;7;149;107;131;71
19,149;26;87;4;64
20,44;26;7;10;130;107
21,4;137;131;144;61;148
22,116;62;143;42;51
23,4;42;139;7;148
24,102;12;116;112;62;135
25,143;68;12;71;148
26,143;12;7;87;42
27,47;8;137;2
28,65;143;149;71;137
29,51;12;130;135;44;26
30,7;56;4;2;63
31,83;81;51;33;47;65
32,83;139;137;58
33,94;33;2;4
34,134;71;4;27;149
35,68;131;87;44;61
36,44;7;58;42;64
37,130;137;107;80
38,134;80;26;2;131
39,143;134;26;68;33
40,23;62;39;58
41,68;94;71;80
42,81;51;137
43,143;42;134;8;27
44,47;130;68;81;12
45,71;116;139;64
46,10;139;8;94;50
47,58;10;4;12;134;130
48,58;87;143;144;83
49,87;83;62;71;23
50,87;39
51,116;26;51;12
52,71;7;2;12
53,42;4;39;33;10
54,42;83;131;2;68
55,131;26;68;135;116;137
56,116;68;12;7;80
57,125;10;84;82;14;62
58,131;8;68;51;137;27
59,33;130;149;4
60,7;143;68;10;82
61,130;143;26;33;4;135
62,47;12;26
63,139;50;143;27
64,68;4;83;131;2;44
65,44;8;137;12;134
66,39;26;33;4;8
67,87;51;81;7;94
68,51;87;44
69,71;44;144;4;12;33
70,131;44;83
71,130;44;143;62
72,102;131;10;112
73,131;143;87;144
74,116;143;62;134
75,47;138;61;137;39
76,33;116;149;62;44
77,7;39;137;26;2
78,62;131;149;83;12
79,51;94;62;27
80,139;2;42;4
81,137;144;149;68;51;23
82,137;130;10;94
83,61;130;137;149;33
84,87;137;71;139
85,134;130;116;2
86,61;51;4;27
87,44;4;51;122;27
88,33;134;143;112
89,44;61;42;87;4;26
90,143;130;44;33;71;68
91,51;2;58
92,51;71;144;58
93,44;14
94,23;7;131;62;64
95,2;134;112;33;4
96,4;71;58
97,14;47;12;83;58
98,131;102;75
99,7;102;112;51;12
100,149;7;47;68;26
