round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,5.57657,4.57657,1.0.0.2,7614.56,7606.96,7606.96,23.763,1.27284,0.0531067,99.9469,5649,5646,4356070,4351720
1,1,5.57657,4.57657,5.0.0.2,226974,5211.61,5211.61,19.8061,3.6422,97.7039,2.29609,123427,2834,129845489,2981408
2,5.57657,9.94403,4.36746,1.0.0.2,8143.3,8103.44,8103.44,18.6114,1.4433,0.252994,99.747,5929,5914,4445697,4423934
2,5.57657,9.94403,4.36746,5.0.0.2,70681.2,4453.91,4453.91,18.7364,3.65084,93.6996,6.30044,36680,2311,38587197,2431534
3,9.94403,13.7196,3.77554,1.0.0.2,9287.85,9287.8,9287.8,21.6908,1.16154,0,100,5690,5690,4383327,4383304
3,9.94403,13.7196,3.77554,5.0.0.2,22222.7,3722.58,3722.58,15.7051,3.36884,83.2497,16.7503,9970,1670,10487820,1756843
4,13.7196,18.5816,4.862,1.0.0.2,7250.15,7210.72,7210.72,19.6482,1.44427,0.290996,99.709,5842,5825,4406279,4382314
4,13.7196,18.5816,4.862,5.0.0.2,3733.44,3288.19,3288.19,13.5588,2.81879,11.9202,88.0798,2156,1899,2268996,1998395
5,18.5816,22.1696,3.588,1.0.0.2,9796.84,9795.24,9795.24,23.2362,1.30737,0,100,5701,5701,4393884,4393165
5,18.5816,22.1696,3.588,5.0.0.2,3733.44,3288.19,3288.19,13.553,2.81917,11.9347,88.0653,1592,1402,1674446,1474751
6,22.1696,25.7286,3.559,1.0.0.2,9861.96,9861.96,9861.96,25.9467,1.19601,0,100,5696,5696,4387341,4387341
6,22.1696,25.7286,3.559,5.0.0.2,3733.44,3288.19,3288.19,13.5595,2.82058,11.9696,88.0304,1579,1390,1660913,1462832
7,25.7286,30.3055,4.57696,1.0.0.2,7672.15,7584.03,7584.03,27.0216,1.26359,0.617502,99.3825,5668,5633,4389391,4338981
7,25.7286,30.3055,4.57696,5.0.0.2,3733.44,3288.19,3288.19,13.5563,2.81855,11.9212,88.0788,2030,1788,2135975,1881238
8,30.3055,35.3055,5,1.0.0.2,5614.16,5417.07,5417.07,17.4772,1.45929,4.88307,95.1169,5345,5084,3508848,3385666
8,30.3055,35.3055,5,5.0.0.2,3733.44,3288.19,3288.19,13.5512,2.81708,11.9026,88.0974,2218,1954,2333398,2055116
9,35.3055,39.5526,4.24704,1.0.0.2,8372.02,8276.41,8276.41,19.2265,1.40311,0.594732,99.4053,5885,5850,4444532,4393778
9,35.3055,39.5526,4.24704,5.0.0.2,3733.44,3288.19,3288.19,13.5572,2.81911,11.9427,88.0573,1884,1659,1982005,1745630
10,39.5526,44.5526,5,1.0.0.2,6599.76,6484.49,6484.49,16.8507,1.22553,1.08059,98.9194,5460,5401,4124851,4052808
10,39.5526,44.5526,5,5.0.0.2,3733.44,3288.19,3288.19,13.5512,2.81708,11.9026,88.0974,2218,1954,2333398,2055116
