round,total_ul_rbg
1,35471
2,42158
3,64585
4,42951
5,50184
6,45020
7,43982
8,63225
9,25742
10,34327
11,40728
12,49180
13,53530
14,44012
15,36386
16,44157
17,34444
18,48033
19,52757
20,49222
21,46684
22,45741
23,31425
24,52254
25,32914
26,25060
27,44410
28,31239
29,33841
30,27713
31,41785
32,33461
33,64815
34,26953
35,56403
36,29326
37,31608
38,56439
39,40473
40,57907
41,35893
42,48887
43,45371
44,27691
45,28910
46,35299
47,48659
48,53832
49,18299
50,35730
51,26730
52,43065
53,49746
54,30651
55,36348
56,41670
57,31473
58,61601
59,48562
60,47991
61,32304
62,29749
63,63002
64,57510
65,46662
66,44564
67,20233
68,58525
69,43699
70,54896
71,27392
72,39711
73,36406
74,28677
75,46296
76,58255
77,42672
78,39738
79,61978
80,33230
81,27584
82,48889
83,38064
84,47313
85,60342
86,17900
87,30983
88,50257
89,44002
90,37257
91,59597
92,42279
93,40540
94,37639
95,45392
96,53346
97,22682
98,54032
99,38136
100,38338
