round,ndi0_count,ndi1_count
1,351,4345
2,508,8574
3,290,10189
4,254,4306
5,578,6203
6,201,4630
7,290,5477
8,403,8268
9,289,3991
10,364,4907
11,598,4943
12,337,5733
13,219,6207
14,443,6646
15,408,3659
16,340,6174
17,340,3507
18,161,5651
19,600,7671
20,529,7288
21,53,6572
22,296,6079
23,142,2791
24,254,5274
25,342,2629
26,396,2599
27,166,3932
28,281,2181
29,132,3011
30,286,3246
31,449,4412
32,152,2698
33,382,6322
34,2,2343
35,257,6689
36,33,2564
37,194,3054
38,99,6982
39,171,3516
40,189,6044
41,6,4101
42,523,3421
43,9,5464
44,76,3675
45,111,2454
46,195,3622
47,214,5643
48,105,6902
49,12,1048
50,0,3989
51,3,2345
52,651,4229
53,334,4397
54,120,2401
55,29,4196
56,364,3937
57,147,1999
58,332,7051
59,92,4793
60,211,5611
61,78,2050
62,177,3284
63,91,6433
64,400,6757
65,53,6116
66,2,5465
67,78,1427
68,163,6475
69,247,3716
70,23,7910
71,5,1937
72,170,3823
73,490,2409
74,68,2315
75,58,4980
76,125,6426
77,383,3021
78,345,3740
79,329,7431
80,70,2673
81,1,1706
82,125,7414
83,129,4364
84,239,4100
85,347,5868
86,0,1723
87,105,2687
88,111,4371
89,253,4305
90,12,3175
91,150,6621
92,168,3209
93,174,2385
94,170,3842
95,309,4924
96,280,6779
97,50,1166
98,99,4548
99,131,4792
100,63,3884
