round,avg_ul_mcs
1,27.6352
2,27.4095
3,27.8048
4,27.4607
5,27.5678
6,27.7195
7,27.6927
8,27.7181
9,27.4629
10,27.468
11,27.5562
12,27.2936
13,27.5664
14,27.282
15,27.2712
16,27.8473
17,27.3332
18,27.7903
19,27.5516
20,27.7108
21,27.8364
22,27.7496
23,27.1186
24,27.669
25,27.1424
26,26.8508
27,27.6122
28,27.3542
29,27.4467
30,27.3154
31,27.3872
32,27.5884
33,27.131
34,27.7373
35,27.6647
36,27.5734
37,27.633
38,27.8208
39,27.6222
40,27.7464
41,27.7955
42,26.6902
43,27.8447
44,27.5766
45,27.5064
46,27.4391
47,27.7804
48,27.7979
49,27.316
50,27.7894
51,27.6184
52,27.3053
53,27.7096
54,27.5843
55,27.7027
56,27.5276
57,27.5019
58,27.7903
59,27.7505
60,27.6922
61,27.6363
62,27.4958
63,27.8518
64,27.8146
65,27.7116
66,27.8456
67,27.21
68,27.8139
69,27.8027
70,27.7168
71,27.7832
72,27.713
73,26.8058
74,27.282
75,27.4958
76,27.8072
77,27.6627
78,27.4113
79,27.8072
80,27.6854
81,27.587
82,27.827
83,27.2277
84,27.6686
85,27.8074
86,27.6698
87,27.6125
88,27.7394
89,27.3864
90,27.6925
91,27.798
92,27.5558
93,27.474
94,27.7592
95,27.3058
96,27.4967
97,27.0658
98,27.7831
99,27.221
100,27.5554
