round,count
1,4696
2,9082
3,10479
4,4560
5,6781
6,4831
7,5767
8,8671
9,4280
10,5271
11,5541
12,6070
13,6426
14,7089
15,4067
16,6514
17,3847
18,5812
19,8271
20,7817
21,6625
22,6375
23,2933
24,5528
25,2971
26,2995
27,4098
28,2462
29,3143
30,3532
31,4861
32,2850
33,6704
34,2345
35,6946
36,2597
37,3248
38,7081
39,3687
40,6233
41,4107
42,3944
43,5473
44,3751
45,2565
46,3817
47,5857
48,7007
49,1060
50,3989
51,2348
52,4880
53,4731
54,2521
55,4225
56,4301
57,2146
58,7383
59,4885
60,5822
61,2128
62,3461
63,6524
64,7157
65,6169
66,5467
67,1505
68,6638
69,3963
70,7933
71,1942
72,3993
73,2899
74,2383
75,5038
76,6551
77,3404
78,4085
79,7760
80,2743
81,1707
82,7539
83,4493
84,4339
85,6215
86,1723
87,2792
88,4482
89,4558
90,3187
91,6771
92,3377
93,2559
94,4012
95,5233
96,7059
97,1216
98,4647
99,4923
100,3947
