round,ids
1,1.69007;4.05107
2,1.53207
3,2.58457;3.97607;4.93657;4.96107;4.97457
4,1.28757;3.14907;4.02057
5,3.24753;3.36057;4.89457
6,2.79553;3.26207;3.29607
7,1.26003;3.42307;3.42707
8,2.97707;3.64057;3.92407;3.93856;4.65307
9,3.53503
10,3.57503;3.65807
11,2.54356;3.82907
12,2.09506;4.21156;4.34557
13,1.83656;1.86957;3.75507;4.13957
14,1.23957;4.15207;4.15257
15,3.19206;3.62507
16,1.31207;3.70103;3.71957
17,1.26853;3.06057;4.22307
18,1.17557;3.13357;3.51507;3.51807;3.92257
19,2.78254;3.66003;3.91607;4.14957;4.95557
20,1.36157;4.14957;4.21357
21,1.13257;3.06107;3.76756;3.80357;3.81556
22,1.95303;3.80907;3.81257;3.97557
23,1.11253;2.58803;3.19557
24,1.15856;2.79457;3.49107;3.89657;4.30903
25,1.18257;2.24156;4.25557
26,2.75507;4.59257
27,1.46107;2.03757;2.04307;3.18806
28,1.10157;2.03057;3.93407
29,1.33503;2.37256;2.37306
30,2.63507;2.63656
31,1.71657;3.07707;3.16007
32,1.47657;2.19903;2.66157
33,1.11407;2.97057;3.57253;3.73857;4.31003
34,1.04207;1.78057;1.78106
35,1.09707;3.72307;3.75603;3.90357;3.91507
36,1.14257;1.86257;1.86307
37,2.12807;2.36557;2.56657
38,2.15107;2.19603;2.48407;3.58057;3.80907;3.81003
39,1.266;2.46504;2.55754
40,1.07104;2.88804;2.97404;3.15904;4.238
41,1.05054;2.44254;2.44354;2.54004
42,2.37953;3.32854;3.82053
43,1.465;1.53454;2.9175;2.91954;3.01704
44,2.203;2.20404;2.31454
45,1.03504;2.18104;2.40454
46,1.09704;2.549;2.55104
47,1.079;2.80954;3.3625;3.37054;4.40404
48,1.11303;3.17704;3.18603;3.197;3.26354
49,1.06154;1.38604
50,1.068;2.39504;2.39804;2.5015
51,1.116;1.81454;1.81454
52,2.61;3.56854
53,1.72604;3.10304;3.547
54,1.05954;2.74204;3.2905
55,1.23854;2.39904;2.39904;2.485
56,1.21004;3.07654;3.2105;4.14054
57,1.07004;1.83854;3.46754
58,1.10154;2.65754;3.276;3.27654;3.99454;4.54854
59,1.062;2.62146;2.747;2.8455;3.94646
60,1.119;2.9605;2.961;3.0045;3.54297
61,1.1005;1.92396;2.952
62,2.909;2.999
63,1.1515;2.88847;2.88996;3.2035;3.2055
64,1.1835;3.545;3.9445;4.05896;4.4195
65,2.547;3.2455;3.6685;3.6895;3.737
66,1.0745;2.685;2.69796;3.0005;3.002
67,1.3905;1.7235
68,2.0045;2.1675;3.086;3.51;3.7285;3.734
69,1.101;2.6505;3.90096
70,1.06646;2.91996;2.93346;3.03996;3.04046;4.3
71,1.2735;1.683;1.718
72,1.1075;2.513;2.5135;3.9155
73,1.084;1.90846
74,1.0505;2.30597;2.3555
75,1.0365;2.447;2.45596;2.59151;2.77
76,1.3815;1.8285;3.29546;3.3415;3.606;3.7425
77,1.497;2.468;2.5335
78,1.106;2.616;3.827
79,1.327;3.152;3.81596;3.81597;3.863
80,1.04396;2.334;2.78096
81,1.247;1.42396;1.7405
82,2.03996;3.3535;3.3565;3.442;3.4885
83,2.2625;2.27;2.3285
84,1.1085;2.57496;3.0325
85,1.8455;2.4835;3.176;3.4935;3.5795;3.9085
86,1.5345;1.53546
87,1.05;2.197;2.297
88,1.405;1.44246;2.507;2.5765;4.1275
89,1.027;2.7425;2.9705
90,1.00897;2.078;2.164;2.384
91,2.052;2.06646;3.57796;3.7;3.7455;4.2545
92,1.391;1.7025;1.799
93,1.094;1.554;1.9455
94,1.0675;2.2865;2.287;2.5135
95,1.0655;2.809;2.815;4.155
96,2.7525;3.2055;3.2275;3.23346
97,1.094;2.8665
98,1.30646;2.4515;2.468;3.02196;3.65246
99,1.01;2.6665;2.6675;2.75396
100,2.079;2.083;2.186;3.1075
